Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30802795,176.0,109.33751,103.0,98.0,53.0,1123.0,77.0,89.0,122.0,188.0
0.6160559,244.0,201.9138,187.0,184.0,111.0,2007.0,147.0,165.0,222.0,371.0
0.9240839,303.0,289.41632,266.0,254.0,165.0,2618.0,212.0,235.0,318.0,556.0
1.2321118,349.0,371.51758,338.0,322.0,207.0,3078.0,273.0,301.0,407.0,728.0
1.5401398,408.0,449.97046,408.0,383.0,268.0,4353.0,331.0,363.0,493.0,898.0
1.8481678,450.0,515.43036,465.0,445.0,304.0,5172.0,378.0,414.0,565.0,1049.0
2.1561959,484.0,571.6568,515.0,479.0,339.0,5622.0,419.0,458.0,627.0,1175.0
2.4642236,516.0,621.0775,558.0,526.0,368.0,5945.0,455.0,497.0,682.0,1289.0
2.7722516,547.0,665.14966,597.0,564.0,396.0,6392.0,487.0,531.0,730.0,1398.0
3.0802796,562.0,704.96027,632.0,596.0,419.0,6766.0,515.0,562.0,774.0,1493.0
3.3883076,591.0,741.12384,664.0,621.0,454.0,7062.0,541.0,591.0,814.0,1576.0
3.6963356,608.0,774.3932,693.0,644.0,478.0,7400.0,565.0,617.0,852.0,1649.0
4.0043635,636.0,805.4894,720.0,669.0,499.0,7633.0,587.0,640.0,886.0,1730.0
4.3123918,656.0,834.4796,746.0,694.0,516.0,7809.0,608.0,663.0,918.0,1800.0
4.6204195,683.0,861.70013,769.0,732.0,527.0,7953.0,628.0,683.0,949.0,1867.0
4.9284472,719.0,887.2783,791.0,735.0,542.0,8095.0,645.0,703.0,978.0,1928.0
5.2364755,744.0,911.28107,812.0,752.0,558.0,8233.0,662.0,722.0,1005.0,1981.0
5.544503,767.0,934.0215,832.0,767.0,573.0,8353.0,678.0,739.0,1030.0,2032.0
5.8525314,785.0,955.7151,851.0,812.0,585.0,8461.0,694.0,755.0,1054.0,2082.0
6.160559,799.0,976.4515,869.0,840.0,594.0,8577.0,708.0,771.0,1077.0,2130.0
6.4685874,810.0,996.23096,886.0,836.0,605.0,8671.0,722.0,786.0,1100.0,2171.0
6.776615,818.0,1015.05786,903.0,838.0,614.0,8772.0,735.0,801.0,1121.0,2223.0
7.0846434,826.0,1032.9874,919.0,861.0,626.0,8855.0,747.0,814.0,1141.0,2267.0
7.392671,838.0,1050.284,934.0,861.0,636.0,8960.0,760.0,827.0,1161.0,2309.0
7.7006993,845.0,1066.9067,948.0,893.0,645.0,9053.0,772.0,840.0,1180.0,2350.0
8.008727,852.0,1082.9327,962.0,924.0,648.0,9125.0,783.0,852.0,1198.0,2392.0
8.316755,862.0,1098.2793,976.0,905.0,654.0,9198.0,794.0,864.0,1215.0,2428.0
8.6247835,870.0,1113.1268,988.0,935.0,664.0,9294.0,804.0,875.0,1232.0,2460.0
8.932811,879.0,1127.4614,1001.0,952.0,675.0,9392.0,814.0,886.0,1249.0,2491.0
9.240839,888.0,1141.447,1013.0,962.0,685.0,9478.0,824.0,897.0,1264.0,2522.0
9.548867,899.0,1154.8352,1025.0,959.0,703.0,9582.0,833.0,907.0,1280.0,2556.0
9.8568945,907.0,1168.1,1036.0,983.0,708.0,9689.0,842.0,917.0,1295.0,2592.0
10.164923,919.0,1180.7861,1047.0,963.0,720.0,9809.0,851.0,927.0,1309.0,2623.0
10.472951,930.0,1193.1173,1058.0,964.0,733.0,9892.0,860.0,936.0,1323.0,2655.0
10.780979,940.0,1205.1,1068.0,1008.0,737.0,9960.0,868.0,945.0,1336.0,2681.0
11.089006,954.0,1216.9144,1078.0,1024.0,741.0,10035.0,877.0,954.0,1350.0,2710.0
11.397035,957.0,1228.3398,1088.0,998.0,744.0,10111.0,884.0,963.0,1364.0,2737.0
11.705063,968.0,1239.426,1098.0,1036.0,748.0,10177.0,892.0,971.0,1376.0,2760.0
12.013091,979.0,1250.3058,1107.0,1043.0,756.0,10324.0,899.0,979.0,1389.0,2788.0
12.321118,992.0,1260.9498,1117.0,1036.0,767.0,10408.0,907.0,987.0,1401.0,2815.0
12.629147,996.0,1271.4612,1126.0,1015.0,769.0,10480.0,914.0,995.0,1412.0,2840.0
12.937175,1001.0,1281.6453,1134.0,1067.0,774.0,10533.0,921.0,1003.0,1424.0,2865.0
13.245202,1006.0,1291.6123,1143.0,1069.0,781.0,10607.0,928.0,1010.0,1436.0,2892.0
13.55323,1015.0,1301.3351,1152.0,1077.0,787.0,10670.0,934.0,1017.0,1447.0,2916.0
13.8612585,1019.0,1310.9258,1160.0,1087.0,792.0,10720.0,941.0,1024.0,1458.0,2944.0
14.169287,1022.0,1320.1782,1168.0,1100.0,798.0,10786.0,947.0,1032.0,1468.0,2968.0
14.477314,1025.0,1329.3451,1176.0,1100.0,804.0,10925.0,953.0,1038.0,1480.0,2991.0
14.785342,1032.0,1338.3457,1184.0,1081.0,810.0,11007.0,960.0,1045.0,1489.0,3012.0
15.09337,1040.0,1347.1414,1191.0,1112.0,814.0,11061.0,966.0,1051.0,1500.0,3031.0
15.401399,1045.0,1355.7174,1199.0,1119.0,817.0,11119.0,972.0,1058.0,1510.0,3049.0
15.709426,1049.0,1364.2012,1206.0,1139.0,821.0,11179.0,977.0,1064.0,1519.0,3066.0
16.017454,1051.0,1372.5118,1213.0,1136.0,829.0,11242.0,983.0,1070.0,1528.0,3090.0
16.325481,1053.0,1380.7042,1220.0,1137.0,830.0,11293.0,989.0,1076.0,1538.0,3113.0
16.63351,1056.0,1388.8646,1227.0,1162.0,833.0,11331.0,994.0,1082.0,1548.0,3134.0
16.941538,1058.0,1396.7487,1234.0,1163.0,838.0,11371.0,999.0,1088.0,1557.0,3149.0
17.249567,1059.0,1404.5111,1240.0,1168.0,841.0,11420.0,1005.0,1094.0,1566.0,3163.0
17.557594,1064.0,1412.0817,1247.0,1162.0,844.0,11454.0,1010.0,1100.0,1575.0,3186.0
17.865622,1067.0,1419.5616,1253.0,1143.0,851.0,11490.0,1015.0,1105.0,1585.0,3201.0
18.17365,1068.0,1426.939,1260.0,1155.0,856.0,11526.0,1020.0,1111.0,1593.0,3222.0
18.481678,1075.0,1434.2914,1266.0,1134.0,862.0,11565.0,1024.0,1116.0,1601.0,3245.0
18.789705,1078.0,1441.4775,1272.0,1171.0,869.0,11617.0,1030.0,1122.0,1609.0,3260.0
19.097734,1080.0,1448.5885,1278.0,1206.0,873.0,11666.0,1034.0,1127.0,1618.0,3276.0
19.405762,1083.0,1455.483,1284.0,1188.0,876.0,11721.0,1039.0,1132.0,1626.0,3291.0
19.713789,1085.0,1462.2081,1290.0,1167.0,879.0,11774.0,1043.0,1137.0,1634.0,3306.0
20.021818,1098.0,1468.8988,1296.0,1205.0,882.0,11810.0,1048.0,1142.0,1642.0,3319.0
20.329845,1101.0,1475.4901,1301.0,1208.0,886.0,11892.0,1053.0,1147.0,1649.0,3333.0
20.637875,1105.0,1481.9923,1307.0,1213.0,888.0,11938.0,1057.0,1151.0,1657.0,3350.0
20.945902,1107.0,1488.3774,1313.0,1253.0,888.0,11980.0,1061.0,1156.0,1664.0,3365.0
21.25393,1108.0,1494.7365,1318.0,1227.0,891.0,12011.0,1066.0,1161.0,1671.0,3381.0
21.561958,1111.0,1500.9242,1324.0,1225.0,898.0,12050.0,1070.0,1165.0,1679.0,3395.0
21.869986,1115.0,1507.0615,1329.0,1222.0,903.0,12096.0,1074.0,1170.0,1686.0,3407.0
