Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30802795,191.0,103.06997,99.0,99.0,51.0,611.0,77.0,87.0,115.0,155.0
0.6160559,208.0,124.62908,119.0,115.0,64.0,769.0,93.0,105.0,138.0,198.0
0.9240839,215.0,137.98051,132.0,126.0,69.0,864.0,103.0,116.0,153.0,226.0
1.2321118,221.0,147.82364,141.0,137.0,77.0,921.0,110.0,124.0,163.0,247.0
1.5401398,224.0,155.66898,148.0,147.0,85.0,982.0,116.0,130.0,172.0,264.0
1.8481678,227.0,162.21484,153.0,151.0,88.0,1022.0,121.0,136.0,179.0,278.0
2.1561959,229.0,167.84135,159.0,153.0,90.0,1060.0,125.0,140.0,185.0,291.0
2.4642236,233.0,172.77312,163.0,157.0,92.0,1092.0,129.0,144.0,191.0,301.0
2.7722516,236.0,177.17528,167.0,158.0,95.0,1117.0,132.0,147.0,195.0,311.0
3.0802796,237.0,181.15286,171.0,167.0,98.0,1137.0,135.0,151.0,200.0,320.0
3.3883076,239.0,184.77116,174.0,168.0,100.0,1154.0,137.0,153.0,204.0,328.0
3.6963356,240.0,188.08913,177.0,171.0,102.0,1169.0,139.0,156.0,208.0,335.0
4.0043635,242.0,191.2024,180.0,173.0,105.0,1176.0,142.0,159.0,211.0,342.0
4.3123918,244.0,194.09305,182.0,181.0,107.0,1191.0,144.0,161.0,214.0,349.0
4.6204195,248.0,196.81796,185.0,183.0,110.0,1199.0,146.0,163.0,217.0,355.0
4.9284472,255.0,199.37357,187.0,180.0,111.0,1205.0,148.0,165.0,220.0,360.0
5.2364755,261.0,201.7699,189.0,181.0,112.0,1222.0,149.0,167.0,223.0,365.0
5.544503,267.0,204.04106,191.0,185.0,114.0,1236.0,151.0,169.0,225.0,371.0
5.8525314,269.0,206.21396,193.0,187.0,115.0,1253.0,152.0,170.0,228.0,375.0
6.160559,272.0,208.28583,195.0,188.0,115.0,1258.0,154.0,172.0,230.0,380.0
6.4685874,273.0,210.26215,196.0,189.0,116.0,1278.0,155.0,173.0,232.0,386.0
6.776615,273.0,212.13916,198.0,194.0,116.0,1287.0,157.0,175.0,235.0,389.0
7.0846434,273.0,213.9268,200.0,191.0,119.0,1293.0,158.0,176.0,237.0,394.0
7.392671,274.0,215.66418,201.0,192.0,119.0,1304.0,159.0,178.0,239.0,397.0
7.7006993,274.0,217.32365,203.0,194.0,120.0,1317.0,160.0,179.0,240.0,401.0
