Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1447.3363,1203.0,2405.0,1349.0,1308.0,1.0,0.1046,1064.6182
2.6,1149.6846,950.0,1913.0,1073.0,1036.0,1.0,0.1046,845.6503
2.7,913.2384,750.0,1519.0,853.0,827.0,1.0,0.1046,671.73627
2.8,725.37164,591.0,1208.0,678.0,651.0,1.0,0.1046,533.5369
2.9,576.13965,465.0,959.0,539.0,530.0,1.0,0.1046,423.77795
3.0,457.61655,366.0,762.0,428.0,421.0,1.0,0.1046,336.58066
3.1,363.44128,287.0,605.0,341.0,334.0,1.0,0.1046,267.32666
3.2,288.63907,225.0,482.0,271.0,262.0,1.0,0.1046,212.30965
3.3,229.24942,176.0,384.0,215.0,210.0,1.0,0.1046,168.6237
3.4,182.04152,137.0,306.0,171.0,172.0,1.0,0.1046,133.88692
3.5,144.55159,107.0,244.0,136.0,131.0,1.0,0.1046,106.30345
3.6,114.77725,82.0,194.0,108.0,106.0,1.0,0.1046,84.41036
3.7,91.14011,64.0,155.0,86.0,81.0,1.0,0.1046,67.0287
3.8,72.37174,49.0,123.0,68.0,64.0,1.0,0.1046,53.2256
3.9,57.4636,37.0,99.0,54.0,52.0,1.0,0.1046,42.26203
4.0,45.61931,28.0,79.0,43.0,41.0,1.0,0.1046,33.54644
4.1,36.1931,21.0,64.0,34.0,32.0,1.0,0.1046,26.60188
4.2,28.72104,16.0,51.0,27.0,25.0,1.0,0.1046,21.1072
4.3,22.79511,12.0,42.0,21.0,20.0,1.0,0.1046,16.75408
4.4,18.08709,9.0,34.0,17.0,15.0,1.0,0.1046,13.29315
4.5,14.34052,6.0,27.0,13.0,13.0,0.99999,0.1046,10.54121
4.6,11.35625,4.0,23.0,11.0,10.0,0.99988,0.1046,8.34753
4.7,8.993,3.0,19.0,8.0,8.0,0.99941,0.1046,6.61168
4.8,7.11632,2.0,15.0,7.0,6.0,0.99763,0.1046,5.23058
4.9,5.62472,1.0,13.0,5.0,5.0,0.9917,0.1046,4.13516
5.0,4.44397,1.0,11.0,4.0,3.0,0.97728,0.1046,3.26617
5.1,3.50584,0.0,9.0,3.0,3.0,0.95107,0.1046,2.57774
5.2,2.75943,0.0,8.0,2.0,2.0,0.9089,0.1046,2.02824
5.3,2.16985,0.0,6.0,2.0,1.0,0.84968,0.1046,1.59215
5.4,1.6966,0.0,5.0,1.0,1.0,0.77597,0.1046,1.24634
5.5,1.31945,0.0,5.0,1.0,1.0,0.69009,0.1046,0.96913
5.6,1.01983,0.0,4.0,1.0,0.0,0.59892,0.1046,0.74921
5.7,0.78166,0.0,3.0,1.0,0.0,0.50618,0.1046,0.57469
5.8,0.59344,0.0,3.0,0.0,0.0,0.41915,0.1046,0.43637
5.9,0.44668,0.0,2.0,0.0,0.0,0.33855,0.10458,0.32887
6.0,0.34022,0.0,2.0,0.0,0.0,0.27032,0.10451,0.24901
6.1,0.2499,0.0,2.0,0.0,0.0,0.20798,0.09107,0.18324
6.2,0.16235,0.0,1.0,0.0,0.0,0.14112,0.06977,0.118
6.3,0.12293,0.0,1.0,0.0,0.0,0.10997,0.05952,0.09046
6.4,0.09256,0.0,1.0,0.0,0.0,0.08359,0.05122,0.06774
6.5,0.0713,0.0,1.0,0.0,0.0,0.06498,0.04472,0.05212
6.6,0.05992,0.0,1.0,0.0,0.0,0.05614,0.04157,0.04494
6.7,0.04946,0.0,1.0,0.0,0.0,0.04669,0.03633,0.03716
6.8,0.03986,0.0,1.0,0.0,0.0,0.03815,0.03122,0.03031
6.9,0.03133,0.0,1.0,0.0,0.0,0.0305,0.02595,0.02412
7.0,0.02489,0.0,0.0,0.0,0.0,0.02444,0.02137,0.01922
7.1,0.02052,0.0,0.0,0.0,0.0,0.02028,0.01837,0.01581
7.2,0.01543,0.0,0.0,0.0,0.0,0.01528,0.01423,0.01178
7.3,0.0104,0.0,0.0,0.0,0.0,0.01035,0.00982,0.00794
7.4,0.00913,0.0,0.0,0.0,0.0,0.00908,0.00885,0.007
7.5,0.00689,0.0,0.0,0.0,0.0,0.00685,0.00677,0.00533
7.6,0.00379,0.0,0.0,0.0,0.0,0.00377,0.00374,0.00299
7.7,0.00119,0.0,0.0,0.0,0.0,0.00118,0.00117,8.8E-4
7.8,7.5E-4,0.0,0.0,0.0,0.0,7.5E-4,7.4E-4,5.3E-4
7.9,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,5.0E-4,3.4E-4
8.0,1.4E-4,0.0,0.0,0.0,0.0,1.4E-4,1.4E-4,6.0E-5
8.1,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
