Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,368.0,720.87067,650.0,602.0,461.0,3722.0,536.0,581.0,805.0,1497.0
2.65,289.0,572.5861,517.0,482.0,344.0,3060.0,423.0,461.0,640.0,1188.0
2.75,295.0,454.92963,411.0,387.0,279.0,2368.0,334.0,365.0,509.0,948.0
2.85,196.0,361.25323,327.0,310.0,214.0,1899.0,263.0,289.0,406.0,749.0
2.95,149.0,287.0497,260.0,247.0,166.0,1527.0,207.0,229.0,323.0,598.0
3.05,147.0,228.09795,207.0,194.0,121.0,1197.0,162.0,181.0,258.0,475.0
3.15,104.0,181.10875,165.0,157.0,94.0,991.0,127.0,143.0,205.0,375.0
3.25,113.0,143.86255,131.0,127.0,71.0,767.0,99.0,113.0,164.0,300.0
3.35,82.0,114.27361,104.0,97.0,55.0,592.0,77.0,89.0,131.0,238.0
3.45,101.0,90.75798,83.0,79.0,35.0,493.0,60.0,70.0,104.0,189.0
3.55,94.0,72.08698,66.0,63.0,24.0,375.0,46.0,55.0,84.0,151.0
3.65,63.0,57.27389,53.0,51.0,19.0,298.0,36.0,43.0,67.0,120.0
3.75,28.0,45.4819,42.0,39.0,14.0,250.0,27.0,34.0,54.0,95.0
3.85,30.0,36.12791,33.0,31.0,8.0,202.0,21.0,26.0,43.0,76.0
3.95,25.0,28.71342,26.0,25.0,5.0,169.0,16.0,21.0,35.0,61.0
4.05,20.0,22.80029,21.0,19.0,4.0,130.0,12.0,16.0,28.0,48.0
4.15,13.0,18.0842,17.0,15.0,2.0,107.0,9.0,12.0,23.0,39.0
4.25,6.0,14.35478,13.0,12.0,1.0,81.0,6.0,9.0,19.0,31.0
4.35,9.0,11.41583,11.0,10.0,0.0,75.0,4.0,7.0,15.0,25.0
4.45,6.0,9.07593,8.0,8.0,0.0,68.0,3.0,5.0,12.0,20.0
4.55,10.0,7.2178,7.0,6.0,0.0,45.0,2.0,4.0,10.0,16.0
4.65,6.0,5.73285,5.0,5.0,0.0,36.0,1.0,3.0,8.0,13.0
4.75,3.0,4.55866,4.0,4.0,0.0,30.0,1.0,2.0,7.0,11.0
4.85,5.0,3.60914,3.0,3.0,0.0,26.0,0.0,2.0,6.0,9.0
4.95,2.0,2.86482,3.0,2.0,0.0,19.0,0.0,1.0,5.0,8.0
5.05,1.0,2.27723,2.0,2.0,0.0,19.0,0.0,1.0,4.0,6.0
5.15,0.0,1.80556,2.0,1.0,0.0,15.0,0.0,0.0,3.0,5.0
5.25,0.0,1.43606,1.0,1.0,0.0,17.0,0.0,0.0,3.0,5.0
