Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.5,2167.0,3504.9382,3155.0,2974.0,2344.0,18415.0,2646.0,2836.0,3907.0,7287.0
2.6,1799.0,2784.0674,2506.0,2334.0,1831.0,14693.0,2097.0,2251.0,3105.0,5797.0
2.7,1510.0,2211.4814,1991.0,1845.0,1431.0,11693.0,1660.0,1786.0,2468.0,4605.0
2.8,1215.0,1756.5518,1582.0,1458.0,1103.0,9325.0,1313.0,1417.0,1961.0,3656.0
2.9,1019.0,1395.2986,1258.0,1202.0,855.0,7426.0,1039.0,1124.0,1559.0,2905.0
3.0,870.0,1108.2488,999.0,935.0,671.0,5899.0,821.0,891.0,1240.0,2304.0
3.1,723.0,880.1509,795.0,747.0,524.0,4702.0,648.0,706.0,986.0,1830.0
3.2,619.0,699.0421,632.0,590.0,409.0,3711.0,511.0,559.0,785.0,1456.0
3.3,506.0,555.17957,502.0,464.0,305.0,2944.0,402.0,443.0,625.0,1157.0
3.4,424.0,440.90598,399.0,373.0,238.0,2375.0,316.0,350.0,498.0,920.0
3.5,323.0,350.14798,317.0,298.0,181.0,1882.0,248.0,277.0,397.0,731.0
3.6,229.0,278.061,252.0,233.0,144.0,1513.0,194.0,219.0,316.0,581.0
3.7,166.0,220.78712,201.0,193.0,109.0,1215.0,152.0,173.0,253.0,462.0
3.8,138.0,175.30522,159.0,148.0,85.0,979.0,118.0,136.0,202.0,367.0
3.9,108.0,139.1773,127.0,120.0,61.0,781.0,92.0,107.0,161.0,292.0
4.0,83.0,110.46389,101.0,92.0,45.0,612.0,71.0,84.0,129.0,233.0
4.1,63.0,87.6636,80.0,76.0,33.0,490.0,54.0,66.0,104.0,185.0
4.2,50.0,69.5794,64.0,60.0,21.0,383.0,42.0,51.0,83.0,148.0
4.3,44.0,55.22462,51.0,47.0,17.0,313.0,32.0,40.0,67.0,118.0
4.4,35.0,43.80879,40.0,38.0,9.0,251.0,24.0,31.0,54.0,94.0
4.5,29.0,34.73286,32.0,30.0,7.0,184.0,18.0,24.0,43.0,75.0
4.6,19.0,27.51506,25.0,23.0,4.0,150.0,13.0,18.0,35.0,60.0
4.7,13.0,21.78221,20.0,18.0,2.0,118.0,10.0,14.0,28.0,48.0
4.8,10.0,17.22355,16.0,14.0,0.0,98.0,7.0,11.0,23.0,39.0
4.9,5.0,13.61441,12.0,11.0,0.0,85.0,5.0,8.0,19.0,31.0
5.0,3.0,10.74959,10.0,8.0,0.0,68.0,3.0,6.0,15.0,25.0
5.1,2.0,8.47236,8.0,7.0,0.0,57.0,2.0,4.0,12.0,20.0
5.2,2.0,6.6668,6.0,5.0,0.0,45.0,1.0,3.0,10.0,17.0
5.3,2.0,5.23074,5.0,4.0,0.0,36.0,1.0,2.0,8.0,14.0
5.4,2.0,4.08516,4.0,3.0,0.0,32.0,0.0,2.0,7.0,11.0
5.5,1.0,3.17494,3.0,2.0,0.0,24.0,0.0,1.0,5.0,9.0
5.6,0.0,2.45394,2.0,1.0,0.0,21.0,0.0,1.0,4.0,8.0
5.7,0.0,1.87996,2.0,1.0,0.0,21.0,0.0,0.0,3.0,6.0
5.8,0.0,1.42737,1.0,1.0,0.0,17.0,0.0,0.0,3.0,5.0
5.9,0.0,1.06834,1.0,0.0,0.0,13.0,0.0,0.0,2.0,4.0
6.0,0.0,0.81614,1.0,0.0,0.0,11.0,0.0,0.0,2.0,3.0
6.1,0.0,0.58615,0.0,0.0,0.0,9.0,0.0,0.0,1.0,3.0
6.2,0.0,0.38748,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
6.3,0.0,0.29143,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0
6.4,0.0,0.21855,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0
6.5,0.0,0.16627,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
6.6,0.0,0.13781,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
6.7,0.0,0.11113,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
6.8,0.0,0.08978,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.9,0.0,0.0707,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
7.0,0.0,0.05571,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
7.1,0.0,0.04597,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
7.2,0.0,0.03455,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
7.3,0.0,0.02361,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.4,0.0,0.02062,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.5,0.0,0.01565,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.6,0.0,0.00821,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.8,0.0,0.00154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.9,0.0,9.2E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.0,0.0,3.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.1,0.0,3.0E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
