Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30802795,0.0,0.01814,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.6160559,0.0,0.0215,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.9240839,0.0,0.02374,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1.2321118,0.0,0.02539,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
1.5401398,0.0,0.02674,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
1.8481678,0.0,0.0278,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
2.1561959,0.0,0.02862,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
2.4642236,0.0,0.02941,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
2.7722516,0.0,0.03021,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
3.0802796,0.0,0.03082,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
3.3883076,0.0,0.0313,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
3.6963356,0.0,0.03183,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
4.0043635,0.0,0.0324,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
4.3123918,0.0,0.03284,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
4.6204195,0.0,0.03336,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
4.9284472,0.0,0.03377,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
5.2364755,0.0,0.03408,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
5.544503,0.0,0.03449,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
5.8525314,0.0,0.03489,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.160559,0.0,0.03532,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.4685874,0.0,0.03565,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.776615,0.0,0.0359,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
7.0846434,0.0,0.03613,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
7.392671,0.0,0.03647,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
7.7006993,0.0,0.03672,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
8.008727,0.0,0.03695,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
8.316755,0.0,0.03716,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
8.6247835,0.0,0.03734,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
8.932811,0.0,0.03751,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
9.240839,0.0,0.03772,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
9.548867,0.0,0.03785,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
9.8568945,0.0,0.03813,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
10.164923,0.0,0.03827,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
10.472951,0.0,0.03846,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
10.780979,0.0,0.03861,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
11.089006,0.0,0.03882,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
11.397035,0.0,0.03898,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
11.705063,0.0,0.03912,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
12.013091,0.0,0.03931,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
12.321118,0.0,0.03946,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
12.629147,0.0,0.03967,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
12.937175,0.0,0.03982,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
13.245202,0.0,0.03997,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
13.55323,0.0,0.04011,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
13.8612585,0.0,0.04033,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
14.169287,0.0,0.04047,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
14.477314,0.0,0.04065,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
14.785342,0.0,0.04079,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
15.09337,0.0,0.0409,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
15.401399,0.0,0.04102,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
15.709426,0.0,0.04118,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
16.017454,0.0,0.04136,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
16.325481,0.0,0.04147,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
16.63351,0.0,0.04171,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
16.941538,0.0,0.04183,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
17.249567,0.0,0.04199,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
17.557594,0.0,0.04209,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
17.865622,0.0,0.04219,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
18.17365,0.0,0.04233,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
18.481678,0.0,0.04247,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
18.789705,0.0,0.04258,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
19.097734,0.0,0.04269,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
19.405762,0.0,0.04278,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
19.713789,0.0,0.04283,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
20.021818,0.0,0.04292,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
20.329845,0.0,0.043,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
