Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3108429,43.0,21.69022,19.0,17.0,3.0,1861.0,10.0,14.0,25.0,40.0
0.6216858,48.0,26.44594,23.0,21.0,4.0,2357.0,13.0,17.0,30.0,51.0
0.93252873,54.0,29.40552,25.0,24.0,5.0,2627.0,14.0,19.0,33.0,60.0
1.2433716,55.0,31.57099,26.0,25.0,6.0,2889.0,15.0,20.0,35.0,66.0
1.5542146,227.0,33.29396,28.0,25.0,6.0,3225.0,16.0,21.0,37.0,71.0
1.8650575,262.0,34.72889,29.0,27.0,6.0,3428.0,17.0,22.0,38.0,75.0
2.1759005,272.0,35.9488,29.0,27.0,6.0,3579.0,17.0,23.0,39.0,78.0
2.4867432,278.0,37.03246,30.0,27.0,7.0,3703.0,18.0,23.0,40.0,82.0
2.7975862,283.0,38.01473,31.0,29.0,8.0,3836.0,18.0,24.0,41.0,85.0
3.1084292,285.0,38.89263,31.0,29.0,8.0,3933.0,19.0,24.0,42.0,88.0
3.419272,288.0,39.71641,32.0,30.0,8.0,4061.0,19.0,25.0,43.0,91.0
3.730115,292.0,40.46359,32.0,30.0,8.0,4212.0,19.0,25.0,44.0,93.0
4.040958,296.0,41.14462,33.0,32.0,8.0,4315.0,20.0,25.0,44.0,96.0
4.351801,296.0,41.80458,33.0,32.0,8.0,4388.0,20.0,26.0,45.0,98.0
4.662644,298.0,42.40752,34.0,32.0,9.0,4453.0,20.0,26.0,45.0,100.0
4.9734864,299.0,42.98067,34.0,32.0,9.0,4514.0,20.0,26.0,46.0,102.0
5.2843294,300.0,43.5245,34.0,33.0,9.0,4565.0,21.0,27.0,46.0,104.0
5.5951724,304.0,44.03613,35.0,32.0,9.0,4610.0,21.0,27.0,47.0,106.0
5.9060154,308.0,44.52056,35.0,33.0,9.0,4660.0,21.0,27.0,47.0,107.0
6.2168584,312.0,44.97306,35.0,32.0,9.0,4714.0,21.0,27.0,48.0,109.0
6.5277014,319.0,45.42829,36.0,33.0,10.0,4767.0,21.0,28.0,48.0,110.0
6.838544,324.0,45.85079,36.0,33.0,10.0,4808.0,22.0,28.0,48.0,112.0
7.149387,328.0,46.25057,36.0,33.0,10.0,4850.0,22.0,28.0,49.0,113.0
7.46023,332.0,46.63623,36.0,34.0,10.0,4896.0,22.0,28.0,49.0,114.0
7.771073,332.0,47.02027,37.0,34.0,10.0,4940.0,22.0,28.0,50.0,116.0
8.081916,333.0,47.3867,37.0,34.0,10.0,4985.0,22.0,29.0,50.0,117.0
8.392758,333.0,47.74758,37.0,34.0,10.0,5008.0,22.0,29.0,50.0,119.0
8.703602,334.0,48.10484,37.0,34.0,10.0,5038.0,22.0,29.0,50.0,120.0
9.014444,334.0,48.44253,37.0,34.0,10.0,5065.0,23.0,29.0,51.0,121.0
9.325288,334.0,48.77023,38.0,35.0,10.0,5093.0,23.0,29.0,51.0,122.0
9.63613,334.0,49.08632,38.0,35.0,10.0,5112.0,23.0,29.0,51.0,123.0
9.946973,334.0,49.38782,38.0,35.0,10.0,5146.0,23.0,30.0,52.0,124.0
10.257816,334.0,49.68007,38.0,35.0,10.0,5179.0,23.0,30.0,52.0,125.0
10.568659,335.0,49.95965,38.0,35.0,10.0,5201.0,23.0,30.0,52.0,126.0
10.879502,336.0,50.23195,38.0,35.0,10.0,5216.0,23.0,30.0,52.0,127.0
11.190345,338.0,50.51049,39.0,35.0,10.0,5234.0,23.0,30.0,53.0,128.0
11.501188,340.0,50.77191,39.0,35.0,10.0,5254.0,23.0,30.0,53.0,129.0
11.812031,340.0,51.03097,39.0,36.0,10.0,5277.0,24.0,30.0,53.0,130.0
12.122873,342.0,51.277,39.0,35.0,10.0,5300.0,24.0,30.0,53.0,131.0
12.433717,343.0,51.51796,39.0,35.0,10.0,5316.0,24.0,31.0,54.0,132.0
12.744559,343.0,51.76229,39.0,35.0,10.0,5332.0,24.0,31.0,54.0,133.0
13.055403,343.0,51.99606,39.0,35.0,10.0,5348.0,24.0,31.0,54.0,134.0
13.366245,345.0,52.23711,40.0,36.0,10.0,5367.0,24.0,31.0,54.0,135.0
13.677088,346.0,52.46941,40.0,36.0,10.0,5386.0,24.0,31.0,54.0,136.0
13.987931,346.0,52.70512,40.0,37.0,10.0,5407.0,24.0,31.0,55.0,137.0
14.298774,347.0,52.93082,40.0,37.0,10.0,5418.0,24.0,31.0,55.0,137.0
14.609617,347.0,53.1558,40.0,37.0,10.0,5431.0,24.0,31.0,55.0,138.0
14.92046,348.0,53.37912,40.0,37.0,10.0,5451.0,24.0,31.0,55.0,139.0
15.231303,349.0,53.59076,40.0,37.0,10.0,5469.0,25.0,31.0,55.0,140.0
15.542146,350.0,53.81057,40.0,38.0,10.0,5486.0,25.0,32.0,56.0,141.0
15.852988,350.0,54.00597,41.0,38.0,10.0,5500.0,25.0,32.0,56.0,142.0
16.163832,351.0,54.20314,41.0,38.0,10.0,5515.0,25.0,32.0,56.0,142.0
16.474674,351.0,54.38948,41.0,38.0,10.0,5525.0,25.0,32.0,56.0,143.0
16.785517,351.0,54.56907,41.0,38.0,10.0,5536.0,25.0,32.0,56.0,144.0
17.096361,351.0,54.7495,41.0,38.0,10.0,5544.0,25.0,32.0,56.0,144.0
17.407204,351.0,54.93924,41.0,38.0,10.0,5558.0,25.0,32.0,57.0,145.0
17.718046,351.0,55.12214,41.0,37.0,10.0,5573.0,25.0,32.0,57.0,146.0
18.028889,351.0,55.29837,41.0,37.0,10.0,5588.0,25.0,32.0,57.0,146.0
18.339731,352.0,55.47682,41.0,38.0,10.0,5596.0,25.0,32.0,57.0,147.0
18.650576,353.0,55.64447,42.0,37.0,10.0,5613.0,25.0,32.0,57.0,147.0
18.961418,353.0,55.82002,42.0,38.0,10.0,5642.0,25.0,32.0,57.0,148.0
19.27226,354.0,55.98482,42.0,37.0,10.0,5664.0,25.0,32.0,57.0,149.0
19.583103,354.0,56.14258,42.0,38.0,10.0,5673.0,25.0,33.0,58.0,149.0
19.893946,355.0,56.29776,42.0,38.0,10.0,5681.0,26.0,33.0,58.0,150.0
20.20479,355.0,56.45347,42.0,38.0,10.0,5695.0,26.0,33.0,58.0,150.0
20.515633,355.0,56.61036,42.0,39.0,10.0,5706.0,26.0,33.0,58.0,151.0
20.826475,355.0,56.76827,42.0,39.0,10.0,5721.0,26.0,33.0,58.0,152.0
21.137318,355.0,56.93225,42.0,38.0,10.0,5734.0,26.0,33.0,58.0,152.0
21.448162,357.0,57.08575,42.0,38.0,10.0,5754.0,26.0,33.0,58.0,153.0
21.759005,357.0,57.2292,42.0,39.0,10.0,5776.0,26.0,33.0,59.0,153.0
22.069847,357.0,57.37231,42.0,39.0,10.0,5785.0,26.0,33.0,59.0,154.0
22.38069,358.0,57.52045,43.0,40.0,10.0,5800.0,26.0,33.0,59.0,155.0
22.691532,358.0,57.66514,43.0,39.0,10.0,5810.0,26.0,33.0,59.0,155.0
23.002377,359.0,57.82065,43.0,40.0,10.0,5820.0,26.0,33.0,59.0,156.0
23.31322,359.0,57.97012,43.0,40.0,10.0,5829.0,26.0,33.0,59.0,157.0
23.624062,359.0,58.11608,43.0,40.0,11.0,5850.0,26.0,33.0,59.0,157.0
23.934904,359.0,58.2742,43.0,39.0,11.0,5860.0,26.0,34.0,59.0,158.0
24.245747,359.0,58.4097,43.0,39.0,11.0,5871.0,26.0,34.0,60.0,159.0
24.556591,359.0,58.56225,43.0,40.0,11.0,5885.0,26.0,34.0,60.0,159.0
24.867434,359.0,58.70415,43.0,40.0,11.0,5892.0,26.0,34.0,60.0,159.0
25.178276,359.0,58.84826,43.0,40.0,11.0,5901.0,26.0,34.0,60.0,160.0
25.489119,360.0,58.98897,43.0,40.0,11.0,5915.0,26.0,34.0,60.0,161.0
25.799961,360.0,59.12353,43.0,40.0,11.0,5928.0,27.0,34.0,60.0,161.0
26.110806,361.0,59.2564,43.0,40.0,11.0,5937.0,27.0,34.0,60.0,162.0
26.421648,361.0,59.3849,44.0,40.0,11.0,5950.0,27.0,34.0,60.0,162.0
26.73249,361.0,59.51106,44.0,40.0,11.0,5966.0,27.0,34.0,60.0,163.0
27.043333,361.0,59.64278,44.0,40.0,11.0,6138.0,27.0,34.0,61.0,163.0
27.354176,361.0,59.77021,44.0,40.0,11.0,6334.0,27.0,34.0,61.0,164.0
27.66502,361.0,59.89208,44.0,40.0,11.0,6623.0,27.0,34.0,61.0,164.0
27.975863,361.0,60.02065,44.0,40.0,11.0,6719.0,27.0,34.0,61.0,165.0
28.286705,361.0,60.15617,44.0,41.0,11.0,6789.0,27.0,34.0,61.0,166.0
28.597548,361.0,60.28067,44.0,41.0,11.0,6843.0,27.0,34.0,61.0,167.0
28.908392,362.0,60.39972,44.0,41.0,11.0,6882.0,27.0,34.0,61.0,167.0
29.219234,362.0,60.51683,44.0,41.0,11.0,6919.0,27.0,34.0,61.0,168.0
29.530077,362.0,60.63382,44.0,41.0,11.0,6960.0,27.0,34.0,61.0,168.0
29.84092,362.0,60.77274,44.0,41.0,11.0,6992.0,27.0,35.0,62.0,169.0
30.151762,362.0,60.89874,44.0,41.0,11.0,7015.0,27.0,35.0,62.0,169.0
30.462606,362.0,61.015,44.0,41.0,11.0,7044.0,27.0,35.0,62.0,169.0
30.773449,362.0,61.12595,44.0,41.0,11.0,7074.0,27.0,35.0,62.0,170.0
31.084291,362.0,61.23208,44.0,41.0,11.0,7099.0,27.0,35.0,62.0,170.0
31.395134,362.0,61.33686,45.0,41.0,11.0,7119.0,27.0,35.0,62.0,171.0
31.705976,362.0,61.44508,45.0,41.0,11.0,7131.0,27.0,35.0,62.0,171.0
32.01682,362.0,61.55399,45.0,41.0,12.0,7153.0,27.0,35.0,62.0,171.0
32.327663,362.0,61.66434,45.0,41.0,12.0,7165.0,27.0,35.0,62.0,171.0
32.638508,362.0,61.77798,45.0,41.0,12.0,7191.0,27.0,35.0,62.0,172.0
32.94935,362.0,61.89336,45.0,41.0,12.0,7212.0,27.0,35.0,62.0,172.0
33.260193,362.0,62.00174,45.0,41.0,12.0,7226.0,27.0,35.0,63.0,172.0
33.571033,362.0,62.11137,45.0,41.0,12.0,7241.0,28.0,35.0,63.0,173.0
33.881878,362.0,62.224,45.0,41.0,12.0,7261.0,28.0,35.0,63.0,174.0
34.192722,362.0,62.32521,45.0,41.0,12.0,7278.0,28.0,35.0,63.0,174.0
34.503563,362.0,62.4283,45.0,41.0,12.0,7292.0,28.0,35.0,63.0,174.0
34.814407,362.0,62.52694,45.0,41.0,12.0,7308.0,28.0,35.0,63.0,175.0
35.125248,362.0,62.62333,45.0,41.0,12.0,7326.0,28.0,35.0,63.0,175.0
35.436092,362.0,62.72868,45.0,41.0,12.0,7342.0,28.0,35.0,63.0,176.0
35.746937,362.0,62.8273,45.0,41.0,12.0,7367.0,28.0,35.0,63.0,176.0
36.057777,362.0,62.92283,45.0,41.0,12.0,7379.0,28.0,35.0,63.0,176.0
36.36862,362.0,63.02356,45.0,41.0,12.0,7388.0,28.0,35.0,63.0,177.0
36.679462,362.0,63.12137,45.0,41.0,12.0,7404.0,28.0,35.0,63.0,177.0
36.990307,362.0,63.21553,45.0,41.0,12.0,7418.0,28.0,36.0,64.0,177.0
37.30115,362.0,63.31852,46.0,41.0,12.0,7427.0,28.0,36.0,64.0,178.0
37.61199,362.0,63.42433,46.0,41.0,12.0,7438.0,28.0,36.0,64.0,178.0
37.922836,362.0,63.53232,46.0,41.0,12.0,7447.0,28.0,36.0,64.0,179.0
38.233677,362.0,63.62613,46.0,41.0,12.0,7460.0,28.0,36.0,64.0,179.0
38.54452,362.0,63.71852,46.0,40.0,12.0,7466.0,28.0,36.0,64.0,179.0
38.855366,362.0,63.81264,46.0,40.0,12.0,7474.0,28.0,36.0,64.0,179.0
39.166206,362.0,63.90208,46.0,41.0,12.0,7486.0,28.0,36.0,64.0,180.0
39.47705,362.0,63.99336,46.0,41.0,12.0,7496.0,28.0,36.0,64.0,180.0
39.78789,362.0,64.0909,46.0,41.0,12.0,7501.0,28.0,36.0,64.0,181.0
40.098736,362.0,64.18086,46.0,40.0,12.0,7509.0,28.0,36.0,64.0,181.0
40.40958,362.0,64.27154,46.0,40.0,12.0,7520.0,28.0,36.0,64.0,181.0
40.72042,363.0,64.35633,46.0,40.0,12.0,7528.0,28.0,36.0,65.0,181.0
41.031265,363.0,64.44431,46.0,40.0,12.0,7541.0,28.0,36.0,65.0,182.0
