Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.5,2447.0,810.6309,528.0,483.0,331.0,89332.0,414.0,457.0,745.0,2487.0
2.6,2038.0,643.9075,420.0,388.0,254.0,70813.0,326.0,362.0,593.0,1980.0
2.7,1718.0,511.51218,334.0,305.0,196.0,56219.0,256.0,286.0,472.0,1576.0
2.8,1393.0,406.31857,266.0,238.0,153.0,44558.0,201.0,226.0,376.0,1256.0
2.9,1173.0,322.7464,212.0,195.0,122.0,35333.0,157.0,179.0,299.0,994.0
3.0,1007.0,256.4022,169.0,152.0,87.0,28156.0,122.0,141.0,239.0,793.0
3.1,844.0,203.65498,134.0,122.0,64.0,22397.0,95.0,111.0,190.0,628.0
3.2,729.0,161.7796,107.0,95.0,48.0,17842.0,74.0,87.0,152.0,500.0
3.3,596.0,128.49438,85.0,77.0,33.0,14296.0,57.0,69.0,122.0,396.0
3.4,504.0,102.04622,68.0,63.0,25.0,11228.0,44.0,54.0,97.0,316.0
3.5,383.0,81.04556,54.0,50.0,18.0,8928.0,33.0,42.0,78.0,252.0
3.6,275.0,64.36146,43.0,39.0,13.0,7078.0,25.0,33.0,63.0,200.0
3.7,204.0,51.12946,34.0,30.0,8.0,5610.0,19.0,25.0,50.0,160.0
3.8,170.0,40.61097,27.0,25.0,5.0,4446.0,14.0,20.0,41.0,128.0
3.9,133.0,32.24747,22.0,18.0,3.0,3446.0,10.0,15.0,33.0,101.0
4.0,104.0,25.61725,17.0,15.0,0.0,2757.0,7.0,12.0,27.0,81.0
4.1,77.0,20.3528,14.0,12.0,0.0,2155.0,5.0,9.0,22.0,65.0
4.2,62.0,16.16553,11.0,9.0,0.0,1689.0,4.0,7.0,18.0,52.0
4.3,53.0,12.83955,8.0,7.0,0.0,1370.0,2.0,5.0,14.0,42.0
4.4,43.0,10.19621,7.0,5.0,0.0,1094.0,2.0,4.0,12.0,34.0
4.5,35.0,8.09837,5.0,4.0,0.0,861.0,1.0,3.0,10.0,27.0
4.6,22.0,6.43235,4.0,3.0,0.0,696.0,0.0,2.0,8.0,22.0
4.7,16.0,5.11093,3.0,2.0,0.0,555.0,0.0,1.0,7.0,18.0
4.8,13.0,4.06169,3.0,2.0,0.0,452.0,0.0,1.0,5.0,15.0
4.9,8.0,3.22291,2.0,1.0,0.0,362.0,0.0,0.0,4.0,12.0
5.0,5.0,2.55967,1.0,1.0,0.0,291.0,0.0,0.0,4.0,10.0
5.1,4.0,2.03346,1.0,0.0,0.0,226.0,0.0,0.0,3.0,8.0
5.2,4.0,1.61317,1.0,0.0,0.0,184.0,0.0,0.0,3.0,7.0
5.3,4.0,1.28035,1.0,0.0,0.0,141.0,0.0,0.0,2.0,6.0
5.4,3.0,1.015,0.0,0.0,0.0,113.0,0.0,0.0,2.0,5.0
5.5,2.0,0.8077,0.0,0.0,0.0,96.0,0.0,0.0,1.0,4.0
5.6,1.0,0.64061,0.0,0.0,0.0,72.0,0.0,0.0,1.0,4.0
5.7,1.0,0.50987,0.0,0.0,0.0,59.0,0.0,0.0,1.0,3.0
5.8,1.0,0.40304,0.0,0.0,0.0,49.0,0.0,0.0,1.0,3.0
5.9,1.0,0.31921,0.0,0.0,0.0,44.0,0.0,0.0,1.0,2.0
6.0,1.0,0.25366,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0
6.1,1.0,0.20205,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0
6.2,1.0,0.16015,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0
6.3,1.0,0.12747,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0
6.4,1.0,0.1002,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0
6.5,1.0,0.07958,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0
6.6,1.0,0.06322,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0
6.7,1.0,0.05053,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0
6.8,1.0,0.03992,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
6.9,1.0,0.03146,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
7.0,1.0,0.02472,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
7.1,1.0,0.01909,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
7.2,0.0,0.01476,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
7.3,0.0,0.01143,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
7.4,0.0,0.00896,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
7.5,0.0,0.007,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
7.6,0.0,0.00525,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
7.7,0.0,0.00413,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7.8,0.0,0.00302,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0022,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8.0,0.0,0.00143,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8.1,0.0,9.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.2,0.0,4.2E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
