Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3108429,104.0,106.26843,87.0,82.0,38.0,13600.0,64.0,74.0,108.0,212.0
0.6216858,142.0,153.7883,122.0,117.0,64.0,18852.0,92.0,105.0,153.0,331.0
0.93252873,179.0,183.06902,143.0,136.0,77.0,22846.0,108.0,123.0,180.0,410.0
1.2433716,196.0,204.70477,158.0,149.0,86.0,25135.0,120.0,137.0,201.0,470.0
1.5542146,316.0,215.01898,165.0,155.0,90.0,26067.0,126.0,143.0,211.0,498.0
1.8650575,422.0,219.5561,168.0,158.0,91.0,26439.0,129.0,145.0,215.0,510.0
2.1759005,489.0,226.32878,173.0,161.0,100.0,27427.0,132.0,149.0,222.0,532.0
2.4867432,533.0,234.3827,178.0,167.0,102.0,29713.0,136.0,154.0,230.0,560.0
2.7975862,598.0,243.64293,184.0,175.0,107.0,31092.0,141.0,159.0,238.0,591.0
3.1084292,641.0,252.41574,189.0,177.0,112.0,32098.0,145.0,164.0,246.0,619.0
3.419272,675.0,260.62244,195.0,183.0,115.0,33668.0,149.0,168.0,254.0,647.0
3.730115,712.0,268.14468,199.0,187.0,116.0,34866.0,153.0,172.0,261.0,673.0
4.040958,751.0,274.96082,203.0,187.0,116.0,35831.0,156.0,176.0,267.0,695.0
4.351801,772.0,281.5675,207.0,192.0,120.0,36543.0,159.0,179.0,273.0,719.0
4.662644,795.0,287.59708,211.0,197.0,120.0,37203.0,162.0,182.0,279.0,737.0
4.9734864,812.0,293.3113,215.0,201.0,120.0,37808.0,164.0,185.0,284.0,758.0
5.2843294,837.0,298.74533,218.0,198.0,126.0,38521.0,167.0,188.0,289.0,779.0
5.5951724,857.0,303.86166,221.0,209.0,126.0,39039.0,169.0,191.0,293.0,795.0
5.9060154,887.0,308.6947,224.0,210.0,129.0,39505.0,172.0,193.0,298.0,810.0
6.2168584,911.0,313.2413,227.0,216.0,130.0,39954.0,174.0,196.0,302.0,825.0
6.5277014,949.0,317.77618,229.0,218.0,130.0,40393.0,176.0,198.0,306.0,841.0
6.838544,971.0,322.0144,232.0,219.0,132.0,40754.0,178.0,200.0,310.0,853.0
7.149387,990.0,326.02805,234.0,213.0,132.0,41136.0,179.0,202.0,314.0,867.0
7.46023,1008.0,329.86758,236.0,224.0,133.0,41508.0,181.0,204.0,317.0,879.0
7.771073,1016.0,333.6818,239.0,222.0,135.0,41965.0,183.0,206.0,321.0,895.0
8.081916,1027.0,337.32596,241.0,221.0,137.0,42343.0,184.0,208.0,324.0,907.0
8.392758,1037.0,340.92322,243.0,229.0,137.0,42676.0,186.0,209.0,327.0,921.0
8.703602,1045.0,344.4999,245.0,229.0,137.0,42961.0,188.0,211.0,330.0,933.0
9.014444,1054.0,347.87628,247.0,227.0,139.0,43245.0,189.0,213.0,333.0,944.0
9.325288,1063.0,351.14072,248.0,230.0,139.0,43494.0,190.0,214.0,336.0,957.0
9.63613,1073.0,354.27664,250.0,233.0,140.0,43786.0,192.0,216.0,339.0,967.0
9.946973,1081.0,357.2869,252.0,243.0,141.0,44081.0,193.0,217.0,342.0,978.0
10.257816,1089.0,360.21683,254.0,236.0,143.0,44340.0,194.0,219.0,345.0,988.0
10.568659,1096.0,363.00757,255.0,239.0,144.0,44590.0,196.0,220.0,347.0,1000.0
10.879502,1108.0,365.74487,257.0,239.0,146.0,44820.0,197.0,221.0,350.0,1010.0
11.190345,1119.0,368.52255,259.0,247.0,146.0,45193.0,198.0,223.0,352.0,1021.0
11.501188,1131.0,371.1125,260.0,243.0,150.0,45508.0,199.0,224.0,355.0,1030.0
11.812031,1138.0,373.69653,261.0,249.0,150.0,45771.0,200.0,225.0,357.0,1041.0
12.122873,1151.0,376.1497,263.0,245.0,151.0,45993.0,201.0,226.0,359.0,1050.0
12.433717,1165.0,378.57822,264.0,250.0,153.0,46189.0,202.0,227.0,361.0,1059.0
12.744559,1168.0,381.03735,266.0,244.0,153.0,46389.0,203.0,228.0,363.0,1069.0
13.055403,1176.0,383.36624,267.0,247.0,155.0,46585.0,204.0,230.0,366.0,1078.0
13.366245,1186.0,385.7889,268.0,252.0,155.0,46778.0,205.0,231.0,368.0,1090.0
13.677088,1203.0,388.12335,270.0,253.0,156.0,46963.0,206.0,232.0,370.0,1101.0
13.987931,1208.0,390.4794,271.0,249.0,157.0,47154.0,207.0,233.0,372.0,1110.0
14.298774,1213.0,392.73874,272.0,255.0,157.0,47352.0,208.0,234.0,374.0,1118.0
14.609617,1217.0,394.9799,273.0,259.0,162.0,47533.0,209.0,235.0,376.0,1125.0
14.92046,1226.0,397.20593,274.0,253.0,164.0,47882.0,210.0,236.0,377.0,1133.0
15.231303,1230.0,399.3542,276.0,251.0,164.0,48066.0,210.0,237.0,379.0,1143.0
15.542146,1234.0,401.54764,277.0,257.0,164.0,48257.0,211.0,237.0,381.0,1153.0
15.852988,1237.0,403.5187,278.0,256.0,164.0,48439.0,212.0,238.0,383.0,1160.0
16.163832,1243.0,405.47644,279.0,253.0,165.0,48635.0,213.0,239.0,384.0,1167.0
16.474674,1251.0,407.3413,280.0,253.0,166.0,49047.0,214.0,240.0,386.0,1173.0
16.785517,1257.0,409.12378,281.0,254.0,166.0,49289.0,214.0,241.0,388.0,1177.0
17.096361,1261.0,410.91177,282.0,264.0,167.0,49495.0,215.0,242.0,389.0,1184.0
17.407204,1263.0,412.80573,283.0,266.0,167.0,49645.0,216.0,243.0,391.0,1192.0
17.718046,1265.0,414.6208,284.0,266.0,167.0,49828.0,217.0,243.0,393.0,1200.0
18.028889,1267.0,416.40286,285.0,254.0,167.0,49967.0,217.0,244.0,394.0,1207.0
18.339731,1270.0,418.19693,286.0,261.0,167.0,50100.0,218.0,245.0,396.0,1212.0
18.650576,1271.0,419.8752,287.0,267.0,168.0,50237.0,219.0,246.0,397.0,1218.0
18.961418,1276.0,421.6084,288.0,261.0,170.0,50368.0,220.0,246.0,399.0,1225.0
19.27226,1279.0,423.27432,288.0,260.0,170.0,50505.0,220.0,247.0,400.0,1228.0
19.583103,1280.0,424.86322,289.0,269.0,172.0,50686.0,221.0,248.0,401.0,1233.0
19.893946,1287.0,426.42825,290.0,264.0,172.0,50822.0,222.0,249.0,403.0,1238.0
20.20479,1291.0,427.99445,291.0,265.0,174.0,51001.0,222.0,249.0,404.0,1243.0
20.515633,1292.0,429.55823,292.0,266.0,175.0,51237.0,223.0,250.0,406.0,1250.0
20.826475,1295.0,431.13052,293.0,268.0,175.0,51426.0,223.0,251.0,407.0,1257.0
21.137318,1297.0,432.7477,294.0,268.0,175.0,51561.0,224.0,251.0,408.0,1262.0
21.448162,1310.0,434.299,294.0,268.0,175.0,51753.0,225.0,252.0,409.0,1270.0
21.759005,1314.0,435.72488,295.0,269.0,175.0,51906.0,225.0,253.0,411.0,1273.0
22.069847,1317.0,437.14062,296.0,270.0,175.0,52011.0,226.0,253.0,412.0,1280.0
22.38069,1319.0,438.623,297.0,270.0,175.0,52108.0,226.0,254.0,413.0,1285.0
22.691532,1320.0,440.08923,298.0,270.0,176.0,52217.0,227.0,255.0,415.0,1291.0
23.002377,1323.0,441.6559,298.0,276.0,176.0,52426.0,228.0,255.0,416.0,1298.0
23.31322,1327.0,443.1395,299.0,272.0,177.0,52535.0,228.0,256.0,417.0,1303.0
23.624062,1330.0,444.5852,300.0,273.0,178.0,52681.0,229.0,257.0,418.0,1312.0
23.934904,1332.0,446.15808,301.0,278.0,179.0,52846.0,229.0,257.0,420.0,1320.0
24.245747,1334.0,447.52213,301.0,275.0,179.0,52957.0,230.0,258.0,421.0,1323.0
24.556591,1340.0,449.03113,302.0,276.0,181.0,53077.0,230.0,258.0,422.0,1329.0
24.867434,1342.0,450.44403,303.0,278.0,182.0,53170.0,231.0,259.0,423.0,1337.0
25.178276,1348.0,451.88724,303.0,278.0,182.0,53299.0,231.0,259.0,424.0,1346.0
25.489119,1352.0,453.30124,304.0,280.0,182.0,53403.0,232.0,260.0,425.0,1352.0
25.799961,1356.0,454.6465,305.0,278.0,183.0,53489.0,232.0,261.0,427.0,1358.0
26.110806,1357.0,455.9477,305.0,280.0,184.0,53614.0,233.0,261.0,428.0,1363.0
26.421648,1357.0,457.23312,306.0,282.0,184.0,53731.0,233.0,262.0,429.0,1366.0
26.73249,1357.0,458.49387,307.0,283.0,184.0,53842.0,234.0,262.0,430.0,1370.0
27.043333,1360.0,459.80988,307.0,281.0,185.0,55968.0,234.0,263.0,431.0,1373.0
27.354176,1363.0,461.07114,308.0,281.0,185.0,57847.0,235.0,263.0,432.0,1377.0
27.66502,1363.0,462.3027,309.0,283.0,186.0,60779.0,235.0,264.0,433.0,1380.0
27.975863,1368.0,463.58847,309.0,282.0,186.0,61785.0,236.0,264.0,434.0,1385.0
28.286705,1372.0,464.9395,310.0,283.0,186.0,62455.0,236.0,265.0,435.0,1393.0
28.597548,1372.0,466.1907,310.0,289.0,187.0,63013.0,236.0,265.0,436.0,1398.0
28.908392,1376.0,467.3789,311.0,286.0,187.0,63440.0,237.0,266.0,437.0,1401.0
29.219234,1377.0,468.55634,312.0,284.0,187.0,63825.0,237.0,266.0,438.0,1405.0
29.530077,1379.0,469.7181,312.0,284.0,187.0,64141.0,238.0,267.0,439.0,1409.0
29.84092,1380.0,471.09848,313.0,284.0,187.0,64453.0,238.0,267.0,440.0,1413.0
30.151762,1382.0,472.3642,313.0,284.0,188.0,64697.0,239.0,268.0,441.0,1415.0
30.462606,1382.0,473.52234,314.0,284.0,188.0,64968.0,239.0,268.0,443.0,1421.0
30.773449,1386.0,474.63443,314.0,285.0,189.0,65212.0,239.0,269.0,443.0,1426.0
31.084291,1387.0,475.69672,315.0,292.0,189.0,65431.0,240.0,269.0,444.0,1429.0
31.395134,1391.0,476.75293,316.0,288.0,189.0,65633.0,240.0,270.0,445.0,1433.0
31.705976,1392.0,477.8112,316.0,288.0,189.0,65812.0,241.0,270.0,446.0,1437.0
32.01682,1393.0,478.9077,317.0,286.0,189.0,66092.0,241.0,271.0,447.0,1441.0
32.327663,1394.0,480.00537,317.0,287.0,189.0,66324.0,241.0,271.0,448.0,1445.0
32.638508,1394.0,481.12863,318.0,287.0,189.0,66544.0,242.0,271.0,449.0,1451.0
32.94935,1395.0,482.28012,318.0,287.0,190.0,66748.0,242.0,272.0,450.0,1454.0
33.260193,1398.0,483.36557,319.0,290.0,192.0,66934.0,243.0,272.0,451.0,1459.0
33.571033,1400.0,484.46844,319.0,287.0,192.0,67103.0,243.0,273.0,452.0,1462.0
33.881878,1400.0,485.6041,320.0,293.0,192.0,67298.0,243.0,273.0,453.0,1465.0
34.192722,1402.0,486.61346,320.0,294.0,192.0,67485.0,244.0,273.0,453.0,1469.0
