Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,627.3027,353.0,1706.0,441.0,411.0,1.0,0.0,309.4016
2.6,498.2738,277.0,1353.0,351.0,331.0,1.0,0.0,245.74998
2.7,395.82996,217.0,1076.0,279.0,262.0,1.0,0.0,195.20197
2.8,314.43488,170.0,855.0,222.0,208.0,1.0,0.0,155.06728
2.9,249.75504,133.0,682.0,177.0,168.0,1.0,0.0,123.16629
3.0,198.4223,103.0,543.0,141.0,128.0,1.0,0.0,97.86568
3.1,157.60732,80.0,431.0,112.0,106.0,1.0,0.0,77.73066
3.2,125.19354,62.0,343.0,89.0,80.0,1.0,0.0,61.73447
3.3,99.43815,47.0,273.0,71.0,64.0,1.0,0.0,49.01449
3.4,78.96439,36.0,218.0,56.0,50.0,1.0,0.0,38.91646
3.5,62.70901,28.0,174.0,45.0,41.0,1.0,0.0,30.89889
3.6,49.80284,21.0,138.0,36.0,31.0,1.0,0.0,24.52572
3.7,39.56058,15.0,110.0,28.0,25.0,1.0,0.0,19.47449
3.8,31.42198,11.0,88.0,23.0,22.0,1.0,0.0,15.46389
3.9,24.94631,8.0,70.0,18.0,16.0,1.0,0.0,12.27413
4.0,19.81413,6.0,57.0,14.0,13.0,0.99996,0.0,9.74659
4.1,15.74055,4.0,46.0,11.0,10.0,0.99988,0.0,7.74643
4.2,12.49575,3.0,36.0,9.0,8.0,0.99935,0.0,6.14511
4.3,9.93036,2.0,29.0,7.0,6.0,0.99701,0.0,4.884
4.4,7.88754,1.0,24.0,6.0,4.0,0.99079,0.0,3.88055
4.5,6.26354,1.0,20.0,4.0,3.0,0.97622,0.0,3.0804
4.6,4.97641,0.0,16.0,3.0,3.0,0.95133,0.0,2.44622
4.7,3.9554,0.0,13.0,3.0,2.0,0.91134,0.0,1.94513
4.8,3.14501,0.0,11.0,2.0,1.0,0.85769,0.0,1.5457
4.9,2.49582,0.0,9.0,2.0,1.0,0.79051,0.0,1.22793
5.0,1.98211,0.0,8.0,1.0,1.0,0.71288,0.0,0.97327
5.1,1.5753,0.0,6.0,1.0,0.0,0.63239,0.0,0.77221
5.2,1.24962,0.0,5.0,1.0,0.0,0.55226,0.0,0.61331
5.3,0.99147,0.0,5.0,0.0,0.0,0.47487,0.0,0.48647
5.4,0.78643,0.0,4.0,0.0,0.0,0.40483,0.0,0.38663
5.5,0.62637,0.0,3.0,0.0,0.0,0.34216,0.0,0.30836
5.6,0.49608,0.0,3.0,0.0,0.0,0.28535,0.0,0.24487
5.7,0.39428,0.0,3.0,0.0,0.0,0.23662,0.0,0.19475
5.8,0.31185,0.0,2.0,0.0,0.0,0.19427,0.0,0.15437
5.9,0.24672,0.0,2.0,0.0,0.0,0.15858,0.0,0.12205
6.0,0.19601,0.0,2.0,0.0,0.0,0.12972,0.0,0.09694
6.1,0.15602,0.0,1.0,0.0,0.0,0.10563,0.0,0.07678
6.2,0.12361,0.0,1.0,0.0,0.0,0.08518,0.0,0.06039
6.3,0.09824,0.0,1.0,0.0,0.0,0.06924,0.0,0.04786
6.4,0.0774,0.0,1.0,0.0,0.0,0.05587,0.0,0.03791
6.5,0.06141,0.0,1.0,0.0,0.0,0.04521,0.0,0.02997
6.6,0.04855,0.0,1.0,0.0,0.0,0.0364,0.0,0.02357
6.7,0.03885,0.0,1.0,0.0,0.0,0.02972,0.0,0.01896
6.8,0.03053,0.0,0.0,0.0,0.0,0.02386,0.0,0.01495
6.9,0.02408,0.0,0.0,0.0,0.0,0.01891,0.0,0.01167
7.0,0.01873,0.0,0.0,0.0,0.0,0.015,0.0,0.00916
7.1,0.01445,0.0,0.0,0.0,0.0,0.01168,0.0,0.007
7.2,0.01116,0.0,0.0,0.0,0.0,0.00912,0.0,0.00537
7.3,0.00857,0.0,0.0,0.0,0.0,0.00715,0.0,0.00408
7.4,0.00655,0.0,0.0,0.0,0.0,0.00561,0.0,0.00325
7.5,0.00514,0.0,0.0,0.0,0.0,0.00444,0.0,0.00257
7.6,0.00384,0.0,0.0,0.0,0.0,0.00338,0.0,0.00195
7.7,0.00303,0.0,0.0,0.0,0.0,0.00272,0.0,0.00157
7.8,0.00227,0.0,0.0,0.0,0.0,0.00209,0.0,0.00121
7.9,0.00173,0.0,0.0,0.0,0.0,0.00156,0.0,8.7E-4
8.0,0.00111,0.0,0.0,0.0,0.0,0.00104,0.0,6.0E-4
8.1,7.5E-4,0.0,0.0,0.0,0.0,7.2E-4,0.0,4.5E-4
8.2,3.5E-4,0.0,0.0,0.0,0.0,3.4E-4,0.0,1.9E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
