Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,102.62014,76.0,140.0,97.0,94.0,1.0,0.0,90.54468
2.6,81.51972,59.0,112.0,77.0,76.0,1.0,0.0,71.93001
2.7,64.75463,45.0,90.0,61.0,59.0,1.0,0.0,57.13664
2.8,51.444,35.0,73.0,49.0,47.0,1.0,0.0,45.39048
2.9,40.86004,26.0,59.0,39.0,37.0,1.0,0.0,36.04921
3.0,32.47084,20.0,48.0,31.0,29.0,1.0,0.0,28.65263
3.1,25.79292,15.0,39.0,24.0,23.0,1.0,0.0,22.7583
3.2,20.47783,11.0,32.0,19.0,18.0,1.0,0.0,18.06916
3.3,16.2605,8.0,27.0,15.0,14.0,1.0,0.0,14.34694
3.4,12.90491,6.0,22.0,12.0,12.0,0.99998,0.0,11.38261
3.5,10.24115,4.0,18.0,10.0,9.0,0.99987,0.0,9.0327
3.6,8.13528,3.0,15.0,8.0,7.0,0.99933,0.0,7.17353
3.7,6.45772,2.0,13.0,6.0,6.0,0.99683,0.0,5.69413
3.8,5.12958,1.0,11.0,5.0,4.0,0.99033,0.0,4.52167
3.9,4.07272,1.0,9.0,4.0,3.0,0.97509,0.0,3.5905
4.0,3.23649,0.0,8.0,3.0,2.0,0.94763,0.0,2.8511
4.1,2.57357,0.0,7.0,2.0,2.0,0.90388,0.0,2.26745
4.2,2.04095,0.0,6.0,2.0,1.0,0.84461,0.0,1.79751
4.3,1.62059,0.0,5.0,1.0,1.0,0.77357,0.0,1.42661
4.4,1.28836,0.0,4.0,1.0,1.0,0.69436,0.0,1.1338
4.5,1.02221,0.0,4.0,1.0,0.0,0.60966,0.0,0.90005
4.6,0.81172,0.0,3.0,1.0,0.0,0.5276,0.0,0.71474
4.7,0.645,0.0,3.0,0.0,0.0,0.44893,0.0,0.56786
4.8,0.51249,0.0,2.0,0.0,0.0,0.37696,0.0,0.45069
4.9,0.40809,0.0,2.0,0.0,0.0,0.31446,0.0,0.35893
5.0,0.32393,0.0,2.0,0.0,0.0,0.25881,0.0,0.28445
5.1,0.25683,0.0,2.0,0.0,0.0,0.21175,0.0,0.22529
5.2,0.20453,0.0,1.0,0.0,0.0,0.17292,0.0,0.17916
5.3,0.16166,0.0,1.0,0.0,0.0,0.13918,0.0,0.14197
5.4,0.1284,0.0,1.0,0.0,0.0,0.11254,0.0,0.11282
5.5,0.10252,0.0,1.0,0.0,0.0,0.09125,0.0,0.09006
5.6,0.08142,0.0,1.0,0.0,0.0,0.07332,0.0,0.07152
5.7,0.06465,0.0,1.0,0.0,0.0,0.05864,0.0,0.05673
5.8,0.05084,0.0,1.0,0.0,0.0,0.04665,0.0,0.04469
5.9,0.04047,0.0,1.0,0.0,0.0,0.03746,0.0,0.03563
6.0,0.03262,0.0,1.0,0.0,0.0,0.03036,0.0,0.02872
6.1,0.02589,0.0,0.0,0.0,0.0,0.02429,0.0,0.02284
6.2,0.02046,0.0,0.0,0.0,0.0,0.01917,0.0,0.01792
6.3,0.01623,0.0,0.0,0.0,0.0,0.01526,0.0,0.01417
6.4,0.01281,0.0,0.0,0.0,0.0,0.01211,0.0,0.01116
6.5,0.00986,0.0,0.0,0.0,0.0,0.00933,0.0,0.0086
6.6,0.00767,0.0,0.0,0.0,0.0,0.00728,0.0,0.00673
6.7,0.0062,0.0,0.0,0.0,0.0,0.00592,0.0,0.00546
6.8,0.00494,0.0,0.0,0.0,0.0,0.00475,0.0,0.00435
6.9,0.00377,0.0,0.0,0.0,0.0,0.00362,0.0,0.00328
7.0,0.0029,0.0,0.0,0.0,0.0,0.00281,0.0,0.00251
7.1,0.0023,0.0,0.0,0.0,0.0,0.00223,0.0,0.00199
7.2,0.00184,0.0,0.0,0.0,0.0,0.00178,0.0,0.00156
7.3,0.00141,0.0,0.0,0.0,0.0,0.00136,0.0,0.00118
7.4,0.00104,0.0,0.0,0.0,0.0,0.001,0.0,8.7E-4
7.5,7.8E-4,0.0,0.0,0.0,0.0,7.4E-4,0.0,6.4E-4
7.6,5.9E-4,0.0,0.0,0.0,0.0,5.5E-4,0.0,4.8E-4
7.7,5.1E-4,0.0,0.0,0.0,0.0,4.8E-4,0.0,4.1E-4
7.8,3.4E-4,0.0,0.0,0.0,0.0,3.3E-4,0.0,2.9E-4
7.9,2.3E-4,0.0,0.0,0.0,0.0,2.2E-4,0.0,1.9E-4
8.0,1.5E-4,0.0,0.0,0.0,0.0,1.5E-4,0.0,1.3E-4
8.1,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,0.0,1.1E-4
8.2,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,0.0,5.0E-5
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
