Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,137.0,313.01596,220.0,201.0,132.0,22346.0,169.0,189.0,310.0,1004.0
2.65,102.0,248.53317,175.0,158.0,102.0,17569.0,133.0,149.0,246.0,795.0
2.75,89.0,197.36455,139.0,129.0,72.0,13973.0,104.0,118.0,197.0,630.0
2.85,52.0,156.81294,111.0,100.0,54.0,11089.0,81.0,93.0,156.0,503.0
2.95,51.0,124.50633,88.0,79.0,45.0,8951.0,63.0,73.0,124.0,397.0
3.05,39.0,98.96619,70.0,66.0,26.0,7075.0,49.0,58.0,99.0,315.0
3.15,20.0,78.64443,56.0,53.0,21.0,5647.0,37.0,46.0,79.0,252.0
3.25,26.0,62.44305,45.0,41.0,15.0,4518.0,29.0,36.0,63.0,199.0
3.35,23.0,49.57271,36.0,33.0,11.0,3584.0,22.0,28.0,51.0,159.0
3.45,22.0,39.3678,28.0,25.0,5.0,2873.0,17.0,22.0,41.0,126.0
3.55,16.0,31.28527,23.0,20.0,3.0,2243.0,12.0,17.0,33.0,100.0
3.65,13.0,24.85096,18.0,17.0,1.0,1828.0,9.0,13.0,27.0,80.0
3.75,4.0,19.76904,14.0,13.0,0.0,1370.0,7.0,10.0,22.0,64.0
3.85,5.0,15.66114,11.0,11.0,0.0,1119.0,5.0,8.0,17.0,51.0
3.95,4.0,12.47444,9.0,8.0,0.0,901.0,3.0,6.0,14.0,41.0
4.05,0.0,9.89851,7.0,6.0,0.0,714.0,2.0,4.0,12.0,32.0
4.15,1.0,7.85974,6.0,5.0,0.0,564.0,1.0,3.0,10.0,26.0
4.25,1.0,6.23436,5.0,4.0,0.0,412.0,1.0,2.0,8.0,21.0
4.35,2.0,4.95231,4.0,3.0,0.0,363.0,0.0,2.0,6.0,17.0
4.45,1.0,3.93425,3.0,2.0,0.0,274.0,0.0,1.0,5.0,13.0
4.55,0.0,3.12529,2.0,2.0,0.0,239.0,0.0,1.0,4.0,11.0
4.65,1.0,2.48571,2.0,1.0,0.0,172.0,0.0,0.0,4.0,9.0
4.75,1.0,1.96006,1.0,1.0,0.0,142.0,0.0,0.0,3.0,7.0
4.85,0.0,1.57959,1.0,1.0,0.0,122.0,0.0,0.0,3.0,6.0
4.95,0.0,1.24436,1.0,0.0,0.0,75.0,0.0,0.0,2.0,5.0
5.05,1.0,0.99353,1.0,0.0,0.0,69.0,0.0,0.0,2.0,4.0
5.15,0.0,0.78933,0.0,0.0,0.0,62.0,0.0,0.0,1.0,4.0
5.25,0.0,0.62392,0.0,0.0,0.0,42.0,0.0,0.0,1.0,3.0
5.35,0.0,0.49635,0.0,0.0,0.0,33.0,0.0,0.0,1.0,3.0
5.45,0.0,0.39413,0.0,0.0,0.0,31.0,0.0,0.0,1.0,2.0
5.55,0.0,0.31264,0.0,0.0,0.0,21.0,0.0,0.0,1.0,2.0
5.65,0.0,0.24965,0.0,0.0,0.0,19.0,0.0,0.0,1.0,2.0
5.75,0.0,0.19868,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0
5.85,0.0,0.15495,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0
5.95,0.0,0.12481,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
6.05,0.0,0.09703,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
6.15,0.0,0.07782,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
6.25,0.0,0.06186,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
6.35,0.0,0.05017,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
6.45,0.0,0.03881,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
6.55,0.0,0.03068,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
