Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.5,611.0,1521.3563,1061.0,973.0,743.0,108481.0,853.0,928.0,1503.0,4874.0
2.6,474.0,1208.3403,843.0,766.0,578.0,86135.0,674.0,736.0,1194.0,3863.0
2.7,372.0,959.8072,670.0,608.0,451.0,68566.0,531.0,583.0,949.0,3065.0
2.8,283.0,762.4427,533.0,491.0,335.0,54593.0,418.0,462.0,755.0,2443.0
2.9,231.0,605.6297,424.0,376.0,265.0,43504.0,329.0,366.0,600.0,1940.0
3.0,180.0,481.12338,337.0,309.0,204.0,34553.0,259.0,290.0,478.0,1536.0
3.1,141.0,382.1572,269.0,247.0,155.0,27478.0,203.0,229.0,381.0,1224.0
3.2,121.0,303.51276,214.0,193.0,116.0,21831.0,159.0,181.0,303.0,970.0
3.3,95.0,241.06972,170.0,154.0,88.0,17313.0,124.0,143.0,242.0,771.0
3.4,72.0,191.49701,135.0,125.0,64.0,13729.0,96.0,112.0,193.0,611.0
3.5,50.0,152.12921,108.0,100.0,44.0,10856.0,74.0,88.0,154.0,487.0
3.6,34.0,120.84394,86.0,77.0,34.0,8613.0,57.0,69.0,123.0,386.0
3.7,21.0,95.99298,68.0,63.0,26.0,6785.0,44.0,54.0,98.0,309.0
3.8,17.0,76.22394,54.0,48.0,19.0,5415.0,34.0,42.0,79.0,247.0
3.9,12.0,60.5628,43.0,40.0,10.0,4296.0,25.0,33.0,63.0,196.0
4.0,8.0,48.08836,34.0,32.0,6.0,3395.0,19.0,26.0,51.0,156.0
4.1,8.0,38.18985,27.0,25.0,5.0,2681.0,14.0,20.0,41.0,125.0
4.2,7.0,30.33011,22.0,19.0,3.0,2117.0,10.0,15.0,33.0,99.0
4.3,6.0,24.09575,17.0,15.0,1.0,1705.0,8.0,12.0,27.0,80.0
4.4,4.0,19.14344,14.0,12.0,0.0,1342.0,5.0,9.0,22.0,64.0
4.5,3.0,15.20919,11.0,9.0,0.0,1068.0,4.0,7.0,18.0,51.0
4.6,3.0,12.0839,9.0,7.0,0.0,829.0,2.0,5.0,15.0,41.0
4.7,2.0,9.59819,7.0,5.0,0.0,658.0,2.0,4.0,12.0,33.0
4.8,1.0,7.63813,5.0,4.0,0.0,516.0,1.0,3.0,10.0,27.0
4.9,1.0,6.05854,4.0,3.0,0.0,394.0,0.0,2.0,8.0,22.0
5.0,1.0,4.81418,3.0,2.0,0.0,328.0,0.0,1.0,7.0,18.0
5.1,0.0,3.82065,3.0,2.0,0.0,265.0,0.0,1.0,5.0,15.0
5.2,0.0,3.03132,2.0,1.0,0.0,219.0,0.0,0.0,4.0,12.0
5.3,0.0,2.4074,1.0,1.0,0.0,177.0,0.0,0.0,4.0,10.0
5.4,0.0,1.91105,1.0,0.0,0.0,144.0,0.0,0.0,3.0,8.0
5.5,0.0,1.51692,1.0,0.0,0.0,113.0,0.0,0.0,3.0,7.0
5.6,0.0,1.20428,1.0,0.0,0.0,92.0,0.0,0.0,2.0,6.0
5.7,0.0,0.95463,0.0,0.0,0.0,73.0,0.0,0.0,2.0,5.0
5.8,0.0,0.75595,0.0,0.0,0.0,57.0,0.0,0.0,1.0,4.0
5.9,0.0,0.601,0.0,0.0,0.0,44.0,0.0,0.0,1.0,4.0
6.0,0.0,0.47619,0.0,0.0,0.0,37.0,0.0,0.0,1.0,3.0
6.1,0.0,0.37916,0.0,0.0,0.0,36.0,0.0,0.0,1.0,3.0
6.2,0.0,0.30134,0.0,0.0,0.0,31.0,0.0,0.0,1.0,2.0
6.3,0.0,0.23948,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0
6.4,0.0,0.18931,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.0
6.5,0.0,0.1505,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0
6.6,0.0,0.11982,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0
6.7,0.0,0.09489,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0
6.8,0.0,0.07431,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0
6.9,0.0,0.05816,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
7.0,0.0,0.04559,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
7.1,0.0,0.03563,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
7.2,0.0,0.02776,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
7.3,0.0,0.02182,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
7.4,0.0,0.01689,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
7.5,0.0,0.01266,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0097,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
7.7,0.0,0.00712,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
7.8,0.0,0.00538,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7.9,0.0,0.00393,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8.0,0.0,0.00271,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8.1,0.0,0.00159,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8.2,0.0,7.2E-4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
