Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,49.25715,26.0,87.0,40.0,38.0,1.0,0.0,34.80208
2.6,39.12521,20.0,69.0,32.0,31.0,1.0,0.0,27.64631
2.7,31.08384,15.0,56.0,25.0,23.0,1.0,0.0,21.96422
2.8,24.68937,11.0,45.0,20.0,18.0,1.0,0.0,17.44514
2.9,19.6121,8.0,36.0,16.0,15.0,1.0,0.0,13.85777
3.0,15.578,6.0,29.0,13.0,12.0,0.99999,0.0,11.00357
3.1,12.37933,4.0,24.0,10.0,9.0,0.99987,0.0,8.74165
3.2,9.83353,3.0,20.0,8.0,7.0,0.99922,0.0,6.9393
3.3,7.80665,2.0,16.0,6.0,6.0,0.99635,0.0,5.50436
3.4,6.20008,1.0,14.0,5.0,4.0,0.98967,0.0,4.37038
3.5,4.93181,0.0,11.0,4.0,3.0,0.9738,0.0,3.47677
3.6,3.91647,0.0,10.0,3.0,2.0,0.94551,0.0,2.76054
3.7,3.10903,0.0,8.0,2.0,2.0,0.90211,0.0,2.19229
3.8,2.46712,0.0,7.0,2.0,1.0,0.84517,0.0,1.73986
3.9,1.96097,0.0,6.0,1.0,1.0,0.77439,0.0,1.38136
4.0,1.5596,0.0,5.0,1.0,1.0,0.69617,0.0,1.09893
4.1,1.23919,0.0,4.0,1.0,0.0,0.61236,0.0,0.87261
4.2,0.98257,0.0,4.0,1.0,0.0,0.53012,0.0,0.69138
4.3,0.78158,0.0,3.0,0.0,0.0,0.45396,0.0,0.55011
4.4,0.62068,0.0,3.0,0.0,0.0,0.38248,0.0,0.43586
4.5,0.49138,0.0,2.0,0.0,0.0,0.31945,0.0,0.34605
4.6,0.39007,0.0,2.0,0.0,0.0,0.26468,0.0,0.27464
4.7,0.31055,0.0,2.0,0.0,0.0,0.21813,0.0,0.21928
4.8,0.24587,0.0,2.0,0.0,0.0,0.1775,0.0,0.17286
4.9,0.19439,0.0,1.0,0.0,0.0,0.14393,0.0,0.13641
5.0,0.15427,0.0,1.0,0.0,0.0,0.11656,0.0,0.10826
5.1,0.1222,0.0,1.0,0.0,0.0,0.09407,0.0,0.08562
5.2,0.09701,0.0,1.0,0.0,0.0,0.0757,0.0,0.06797
5.3,0.07755,0.0,1.0,0.0,0.0,0.06171,0.0,0.05441
5.4,0.06128,0.0,1.0,0.0,0.0,0.04949,0.0,0.04294
5.5,0.04907,0.0,1.0,0.0,0.0,0.03978,0.0,0.03427
5.6,0.03899,0.0,1.0,0.0,0.0,0.03198,0.0,0.02744
5.7,0.03076,0.0,1.0,0.0,0.0,0.02534,0.0,0.02155
5.8,0.02435,0.0,0.0,0.0,0.0,0.02015,0.0,0.0169
5.9,0.01961,0.0,0.0,0.0,0.0,0.01642,0.0,0.01369
6.0,0.01576,0.0,0.0,0.0,0.0,0.01333,0.0,0.01096
6.1,0.01283,0.0,0.0,0.0,0.0,0.01088,0.0,0.00898
6.2,0.0101,0.0,0.0,0.0,0.0,0.00857,0.0,0.00702
6.3,0.00793,0.0,0.0,0.0,0.0,0.00679,0.0,0.00551
6.4,0.00631,0.0,0.0,0.0,0.0,0.00549,0.0,0.0045
6.5,0.00506,0.0,0.0,0.0,0.0,0.00448,0.0,0.00368
6.6,0.00407,0.0,0.0,0.0,0.0,0.00356,0.0,0.00293
6.7,0.00321,0.0,0.0,0.0,0.0,0.00283,0.0,0.00233
6.8,0.00251,0.0,0.0,0.0,0.0,0.00224,0.0,0.00178
6.9,0.00199,0.0,0.0,0.0,0.0,0.00179,0.0,0.00137
7.0,0.00151,0.0,0.0,0.0,0.0,0.00135,0.0,0.00103
7.1,0.00118,0.0,0.0,0.0,0.0,0.00104,0.0,7.9E-4
7.2,9.0E-4,0.0,0.0,0.0,0.0,7.8E-4,0.0,6.1E-4
7.3,7.4E-4,0.0,0.0,0.0,0.0,6.5E-4,0.0,5.2E-4
7.4,5.8E-4,0.0,0.0,0.0,0.0,5.1E-4,0.0,4.0E-4
7.5,4.6E-4,0.0,0.0,0.0,0.0,4.2E-4,0.0,3.4E-4
7.6,2.9E-4,0.0,0.0,0.0,0.0,2.7E-4,0.0,2.3E-4
7.7,2.2E-4,0.0,0.0,0.0,0.0,2.0E-4,0.0,1.7E-4
7.8,1.8E-4,0.0,0.0,0.0,0.0,1.7E-4,0.0,1.5E-4
7.9,1.1E-4,0.0,0.0,0.0,0.0,1.1E-4,0.0,1.1E-4
8.0,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,0.0,8.0E-5
8.1,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,0.0,6.0E-5
8.2,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,0.0,5.0E-5
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
