Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29407406,0.0,0.43298,0.0,0.0,0.0,226.0,0.0,0.0,1.0,2.0
0.5881481,0.0,0.89925,1.0,0.0,0.0,445.0,0.0,0.0,2.0,3.0
0.88222224,0.0,1.35301,1.0,0.0,0.0,547.0,0.0,0.0,2.0,5.0
1.1762962,0.0,1.79699,1.0,1.0,0.0,598.0,0.0,0.0,3.0,6.0
1.4703703,0.0,2.22034,2.0,1.0,0.0,643.0,0.0,0.0,3.0,7.0
1.7644445,0.0,2.64235,2.0,1.0,0.0,673.0,0.0,1.0,4.0,7.0
2.0585184,0.0,3.05431,2.0,2.0,0.0,824.0,0.0,1.0,4.0,8.0
2.3525925,1.0,3.46565,3.0,2.0,0.0,910.0,0.0,1.0,5.0,9.0
2.6466665,1.0,3.87609,3.0,2.0,0.0,968.0,0.0,1.0,5.0,10.0
2.9407406,1.0,4.26202,3.0,3.0,0.0,1015.0,0.0,1.0,6.0,11.0
3.234815,1.0,4.63603,4.0,3.0,0.0,1041.0,0.0,2.0,6.0,12.0
3.528889,1.0,5.00338,4.0,3.0,0.0,1077.0,0.0,2.0,7.0,13.0
3.822963,2.0,5.37042,4.0,3.0,0.0,1110.0,1.0,2.0,7.0,14.0
4.117037,3.0,5.71876,4.0,4.0,0.0,1134.0,1.0,2.0,8.0,14.0
4.411111,3.0,6.06091,5.0,4.0,0.0,1147.0,1.0,2.0,8.0,15.0
4.705185,3.0,6.40828,5.0,4.0,0.0,1188.0,1.0,3.0,8.0,16.0
4.999259,3.0,6.74197,5.0,4.0,0.0,1207.0,1.0,3.0,9.0,17.0
5.293333,4.0,7.07127,5.0,5.0,0.0,1219.0,1.0,3.0,9.0,18.0
5.587407,4.0,7.38693,6.0,5.0,0.0,1232.0,1.0,3.0,9.0,19.0
5.881481,4.0,7.69139,6.0,5.0,0.0,1241.0,1.0,3.0,10.0,19.0
6.175555,4.0,7.99106,6.0,5.0,0.0,1258.0,1.0,3.0,10.0,20.0
6.46963,4.0,8.29316,6.0,5.0,0.0,1274.0,2.0,4.0,10.0,21.0
6.763704,4.0,8.59065,7.0,6.0,0.0,1283.0,2.0,4.0,11.0,22.0
7.057778,4.0,8.88683,7.0,6.0,0.0,1297.0,2.0,4.0,11.0,22.0
7.351852,4.0,9.1717,7.0,6.0,0.0,1307.0,2.0,4.0,11.0,23.0
7.645926,4.0,9.45428,7.0,6.0,0.0,1318.0,2.0,4.0,12.0,24.0
7.94,4.0,9.73541,8.0,6.0,0.0,1337.0,2.0,4.0,12.0,25.0
8.234074,4.0,10.00603,8.0,7.0,0.0,1355.0,2.0,5.0,12.0,25.0
8.528148,4.0,10.27204,8.0,7.0,0.0,1362.0,2.0,5.0,12.0,26.0
8.822222,4.0,10.52527,8.0,7.0,0.0,1375.0,3.0,5.0,13.0,27.0
9.116296,4.0,10.77875,8.0,7.0,0.0,1386.0,3.0,5.0,13.0,27.0
9.41037,4.0,11.03251,9.0,8.0,0.0,1395.0,3.0,5.0,13.0,28.0
9.704444,4.0,11.29859,9.0,8.0,0.0,1406.0,3.0,5.0,14.0,29.0
9.998518,4.0,11.54663,9.0,8.0,0.0,1408.0,3.0,5.0,14.0,29.0
10.292592,5.0,11.79823,9.0,8.0,0.0,1416.0,3.0,6.0,14.0,30.0
10.586666,5.0,12.05812,9.0,8.0,0.0,1426.0,3.0,6.0,14.0,31.0
10.88074,5.0,12.30175,9.0,8.0,0.0,1434.0,3.0,6.0,15.0,32.0
11.174814,5.0,12.53225,10.0,8.0,0.0,1440.0,3.0,6.0,15.0,32.0
11.468888,5.0,12.76138,10.0,8.0,0.0,1451.0,3.0,6.0,15.0,33.0
11.762962,5.0,12.98319,10.0,9.0,0.0,1460.0,4.0,6.0,15.0,33.0
12.057036,5.0,13.20703,10.0,9.0,0.0,1482.0,4.0,6.0,16.0,34.0
12.35111,5.0,13.4275,10.0,9.0,0.0,1498.0,4.0,7.0,16.0,35.0
12.6451845,5.0,13.64779,10.0,9.0,0.0,1505.0,4.0,7.0,16.0,35.0
12.93926,6.0,13.86357,11.0,9.0,0.0,1507.0,4.0,7.0,16.0,36.0
13.233334,6.0,14.0809,11.0,9.0,0.0,1512.0,4.0,7.0,16.0,37.0
