Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2940223,0.0,1.3084,1.0,1.0,0.0,238.0,0.0,0.0,2.0,4.0
0.5880446,1.0,2.63972,2.0,2.0,0.0,439.0,0.0,1.0,4.0,7.0
0.8820669,1.0,3.93061,3.0,3.0,0.0,551.0,0.0,2.0,6.0,10.0
1.1760892,1.0,5.19337,4.0,4.0,0.0,603.0,1.0,2.0,7.0,12.0
1.4701115,1.0,6.42506,6.0,5.0,0.0,647.0,1.0,3.0,9.0,15.0
1.7641338,1.0,7.63671,7.0,6.0,0.0,674.0,2.0,4.0,10.0,17.0
2.058156,2.0,8.80816,8.0,7.0,0.0,691.0,2.0,5.0,12.0,19.0
2.3521783,3.0,9.95096,9.0,8.0,0.0,715.0,3.0,6.0,13.0,21.0
2.6462007,4.0,11.06914,10.0,9.0,0.0,733.0,4.0,6.0,14.0,23.0
2.940223,5.0,12.14598,11.0,10.0,0.0,754.0,4.0,7.0,16.0,25.0
3.2342453,7.0,13.19607,12.0,10.0,0.0,770.0,5.0,8.0,17.0,27.0
3.5282676,7.0,14.22314,13.0,11.0,1.0,790.0,5.0,9.0,18.0,29.0
3.82229,9.0,15.23139,13.0,12.0,1.0,801.0,6.0,9.0,19.0,31.0
4.116312,10.0,16.21213,14.0,14.0,1.0,811.0,7.0,10.0,20.0,33.0
4.4103346,10.0,17.17403,15.0,14.0,1.0,820.0,7.0,11.0,21.0,35.0
4.7043567,11.0,18.09292,16.0,15.0,1.0,830.0,8.0,11.0,22.0,37.0
4.998379,12.0,18.99491,17.0,16.0,1.0,833.0,8.0,12.0,23.0,38.0
5.2924013,13.0,19.89261,18.0,16.0,1.0,841.0,9.0,13.0,24.0,40.0
5.586424,13.0,20.76416,18.0,16.0,1.0,848.0,9.0,13.0,25.0,42.0
5.880446,14.0,21.61734,19.0,18.0,2.0,852.0,10.0,14.0,26.0,43.0
6.174468,14.0,22.44246,20.0,18.0,2.0,856.0,10.0,14.0,27.0,45.0
6.4684906,15.0,23.24605,21.0,19.0,2.0,863.0,11.0,15.0,28.0,46.0
6.7625127,16.0,24.04687,21.0,20.0,2.0,871.0,11.0,16.0,29.0,48.0
7.0565352,17.0,24.84187,22.0,20.0,2.0,878.0,12.0,16.0,30.0,49.0
7.3505573,17.0,25.62086,23.0,20.0,2.0,888.0,12.0,17.0,31.0,51.0
7.64458,17.0,26.37342,23.0,21.0,2.0,896.0,13.0,17.0,32.0,52.0
7.938602,18.0,27.11389,24.0,23.0,3.0,902.0,13.0,18.0,33.0,54.0
8.232624,18.0,27.85517,25.0,23.0,3.0,912.0,14.0,18.0,33.0,56.0
8.526647,18.0,28.58364,25.0,24.0,3.0,919.0,14.0,19.0,34.0,57.0
8.820669,18.0,29.29394,26.0,24.0,4.0,922.0,14.0,20.0,35.0,58.0
9.114691,18.0,29.98731,26.0,25.0,4.0,927.0,15.0,20.0,36.0,60.0
9.408713,18.0,30.67386,27.0,25.0,4.0,930.0,15.0,21.0,36.0,61.0
9.702736,18.0,31.35269,28.0,25.0,4.0,931.0,16.0,21.0,37.0,63.0
9.996758,19.0,32.01916,28.0,27.0,4.0,937.0,16.0,22.0,38.0,64.0
10.29078,20.0,32.66372,29.0,28.0,4.0,941.0,17.0,22.0,39.0,65.0
10.584803,20.0,33.30012,29.0,28.0,4.0,946.0,17.0,22.0,39.0,66.0
10.878825,21.0,33.93824,30.0,29.0,5.0,951.0,17.0,23.0,40.0,68.0
11.172848,21.0,34.56015,31.0,29.0,6.0,954.0,18.0,23.0,41.0,69.0
11.466869,21.0,35.16968,31.0,29.0,6.0,954.0,18.0,24.0,41.0,70.0
11.760892,22.0,35.76827,32.0,30.0,6.0,958.0,19.0,24.0,42.0,72.0
12.054914,22.0,36.35668,32.0,29.0,6.0,959.0,19.0,25.0,43.0,73.0
12.348936,22.0,36.94057,33.0,30.0,7.0,962.0,19.0,25.0,43.0,74.0
12.642959,22.0,37.50677,33.0,30.0,8.0,965.0,20.0,26.0,44.0,76.0
12.936981,24.0,38.07412,34.0,32.0,8.0,970.0,20.0,26.0,45.0,77.0
13.231004,24.0,38.63762,34.0,32.0,8.0,975.0,20.0,26.0,45.0,78.0
13.525025,24.0,39.18786,35.0,32.0,8.0,975.0,21.0,27.0,46.0,79.0
13.819048,24.0,39.73343,35.0,33.0,8.0,989.0,21.0,27.0,46.0,80.0
14.1130705,25.0,40.27612,36.0,33.0,8.0,995.0,21.0,28.0,47.0,81.0
14.407093,26.0,40.80749,36.0,35.0,9.0,1003.0,22.0,28.0,48.0,82.0
14.701115,26.0,41.34104,37.0,35.0,9.0,1014.0,22.0,28.0,48.0,84.0
14.995137,26.0,41.86265,37.0,35.0,9.0,1022.0,22.0,29.0,49.0,85.0
15.28916,26.0,42.37642,37.0,36.0,9.0,1033.0,23.0,29.0,49.0,86.0
15.583181,26.0,42.87916,38.0,35.0,9.0,1039.0,23.0,30.0,50.0,87.0
15.877204,26.0,43.37515,38.0,36.0,9.0,1051.0,23.0,30.0,51.0,88.0
16.171227,26.0,43.86209,39.0,36.0,10.0,1055.0,24.0,30.0,51.0,89.0
16.465248,26.0,44.34462,39.0,36.0,11.0,1059.0,24.0,31.0,52.0,90.0
16.759272,26.0,44.81937,40.0,36.0,11.0,1065.0,24.0,31.0,52.0,91.0
17.053293,27.0,45.28445,40.0,37.0,12.0,1071.0,25.0,31.0,53.0,92.0
17.347315,27.0,45.7535,40.0,37.0,12.0,1072.0,25.0,32.0,53.0,93.0
17.641338,28.0,46.21002,41.0,37.0,12.0,1076.0,25.0,32.0,54.0,93.0
17.93536,28.0,46.66811,41.0,37.0,12.0,1087.0,26.0,32.0,54.0,95.0
18.229382,28.0,47.12215,42.0,40.0,12.0,1090.0,26.0,33.0,55.0,96.0
18.523405,28.0,47.56695,42.0,38.0,12.0,1092.0,26.0,33.0,55.0,97.0
18.817427,28.0,48.01101,42.0,38.0,12.0,1097.0,26.0,34.0,56.0,98.0
19.11145,28.0,48.45968,43.0,38.0,12.0,1100.0,27.0,34.0,56.0,98.0
19.405472,28.0,48.88978,43.0,41.0,12.0,1102.0,27.0,34.0,57.0,100.0
19.699493,28.0,49.31879,44.0,40.0,12.0,1105.0,27.0,34.0,57.0,101.0
19.993517,28.0,49.74671,44.0,41.0,12.0,1112.0,28.0,35.0,58.0,102.0
20.287539,28.0,50.16957,44.0,42.0,12.0,1114.0,28.0,35.0,58.0,103.0
20.58156,29.0,50.58441,45.0,42.0,12.0,1121.0,28.0,35.0,59.0,104.0
20.875584,29.0,50.99494,45.0,42.0,14.0,1126.0,28.0,36.0,59.0,104.0
21.169605,29.0,51.41101,45.0,43.0,14.0,1126.0,29.0,36.0,59.0,106.0
21.463627,29.0,51.82099,46.0,42.0,15.0,1129.0,29.0,36.0,60.0,106.0
21.75765,29.0,52.22284,46.0,43.0,15.0,1132.0,29.0,37.0,60.0,107.0
22.051672,29.0,52.62428,46.0,42.0,15.0,1134.0,29.0,37.0,61.0,108.0
22.345695,29.0,53.02477,47.0,43.0,16.0,1137.0,30.0,37.0,61.0,109.0
22.639717,29.0,53.42149,47.0,44.0,17.0,1143.0,30.0,38.0,62.0,110.0
22.933739,29.0,53.81223,47.0,44.0,17.0,1148.0,30.0,38.0,62.0,111.0
23.227762,29.0,54.19662,48.0,45.0,17.0,1153.0,30.0,38.0,63.0,112.0
23.521784,29.0,54.58257,48.0,44.0,17.0,1159.0,31.0,38.0,63.0,113.0
23.815805,29.0,54.96413,48.0,45.0,17.0,1161.0,31.0,39.0,63.0,114.0
24.109829,29.0,55.33518,49.0,45.0,18.0,1163.0,31.0,39.0,64.0,115.0
24.40385,29.0,55.7073,49.0,46.0,18.0,1169.0,31.0,39.0,64.0,116.0
24.697872,29.0,56.07861,49.0,46.0,18.0,1172.0,32.0,40.0,65.0,117.0
24.991896,29.0,56.44583,50.0,46.0,18.0,1176.0,32.0,40.0,65.0,118.0
25.285917,29.0,56.8087,50.0,46.0,18.0,1178.0,32.0,40.0,65.0,119.0
25.57994,29.0,57.17674,50.0,46.0,18.0,1181.0,32.0,40.0,66.0,120.0
25.873962,29.0,57.53961,51.0,48.0,18.0,1185.0,33.0,41.0,66.0,121.0
26.167984,29.0,57.88764,51.0,48.0,18.0,1186.0,33.0,41.0,67.0,122.0
26.462008,29.0,58.24275,51.0,48.0,19.0,1188.0,33.0,41.0,67.0,123.0
26.75603,29.0,58.58993,52.0,48.0,19.0,1189.0,33.0,41.0,67.0,123.0
27.05005,29.0,58.93956,52.0,49.0,19.0,1190.0,34.0,42.0,68.0,124.0
27.344074,29.0,59.28571,52.0,50.0,19.0,1192.0,34.0,42.0,68.0,125.0
27.638096,29.0,59.62311,52.0,50.0,19.0,1194.0,34.0,42.0,69.0,126.0
27.932117,29.0,59.95903,53.0,50.0,19.0,1198.0,34.0,42.0,69.0,126.0
28.226141,29.0,60.28984,53.0,50.0,19.0,1201.0,34.0,43.0,69.0,127.0
28.520163,29.0,60.62493,53.0,49.0,19.0,1209.0,35.0,43.0,70.0,128.0
28.814186,29.0,60.95802,54.0,49.0,19.0,1212.0,35.0,43.0,70.0,129.0
29.108208,29.0,61.28618,54.0,50.0,19.0,1223.0,35.0,43.0,70.0,130.0
29.40223,29.0,61.60454,54.0,50.0,19.0,1230.0,35.0,44.0,71.0,130.0
29.696253,29.0,61.93316,55.0,50.0,19.0,1237.0,36.0,44.0,71.0,131.0
29.990274,29.0,62.25379,55.0,50.0,20.0,1239.0,36.0,44.0,72.0,132.0
30.284296,29.0,62.57767,55.0,50.0,20.0,1241.0,36.0,44.0,72.0,133.0
30.57832,29.0,62.89179,55.0,50.0,20.0,1244.0,36.0,45.0,72.0,134.0
