Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,649.61346,450.0,1349.0,549.0,509.0,1.0,0.04575,390.42374
2.6,516.0289,354.0,1070.0,437.0,410.0,1.0,0.04575,310.14835
2.7,409.869,278.0,850.0,347.0,323.0,1.0,0.04575,246.35207
2.8,325.5176,218.0,675.0,276.0,260.0,1.0,0.04575,195.6762
2.9,258.53354,170.0,538.0,220.0,206.0,1.0,0.04575,155.42348
3.0,205.35,133.0,428.0,175.0,162.0,1.0,0.04575,123.4423
3.1,163.10005,103.0,342.0,139.0,127.0,1.0,0.04575,98.04557
3.2,129.59615,80.0,272.0,111.0,105.0,1.0,0.04575,77.90198
3.3,102.95889,62.0,216.0,88.0,80.0,1.0,0.04575,61.88727
3.4,81.77165,48.0,172.0,70.0,66.0,1.0,0.04575,49.15757
3.5,64.93969,36.0,138.0,56.0,52.0,1.0,0.04575,39.03561
3.6,51.5888,28.0,111.0,44.0,40.0,1.0,0.04575,31.01576
3.7,40.9757,21.0,89.0,35.0,34.0,1.0,0.04575,24.64125
3.8,32.5406,15.0,71.0,28.0,25.0,1.0,0.04575,19.56948
3.9,25.83464,11.0,57.0,22.0,20.0,1.0,0.04575,15.53624
4.0,20.51194,8.0,46.0,18.0,15.0,1.0,0.04575,12.33266
4.1,16.28231,6.0,37.0,14.0,13.0,0.99999,0.04575,9.78597
4.2,12.92161,4.0,30.0,11.0,10.0,0.99989,0.04575,7.76776
4.3,10.24825,3.0,25.0,9.0,8.0,0.99938,0.04575,6.161
4.4,8.12698,2.0,20.0,7.0,6.0,0.99695,0.04575,4.88648
4.5,6.4416,1.0,17.0,5.0,4.0,0.99066,0.04575,3.87283
4.6,5.10518,1.0,14.0,4.0,3.0,0.97597,0.04575,3.06812
4.7,4.04532,0.0,12.0,3.0,3.0,0.94996,0.04575,2.43495
4.8,3.19964,0.0,10.0,3.0,2.0,0.90807,0.04575,1.92531
4.9,2.53022,0.0,8.0,2.0,1.0,0.85273,0.04575,1.52309
5.0,1.99712,0.0,7.0,1.0,1.0,0.78286,0.04575,1.2038
5.1,1.57602,0.0,6.0,1.0,1.0,0.70448,0.04575,0.95187
5.2,1.24108,0.0,5.0,1.0,0.0,0.62167,0.04575,0.74908
5.3,0.97203,0.0,4.0,1.0,0.0,0.53602,0.04575,0.58583
5.4,0.76091,0.0,4.0,0.0,0.0,0.45617,0.04575,0.45746
5.5,0.59287,0.0,3.0,0.0,0.0,0.38028,0.04575,0.35579
5.6,0.45965,0.0,3.0,0.0,0.0,0.31318,0.04575,0.27523
5.7,0.3534,0.0,2.0,0.0,0.0,0.25371,0.04575,0.21163
5.8,0.26912,0.0,2.0,0.0,0.0,0.20208,0.04575,0.16067
5.9,0.20337,0.0,2.0,0.0,0.0,0.15872,0.04574,0.12191
6.0,0.15582,0.0,1.0,0.0,0.0,0.12526,0.04573,0.0927
6.1,0.11478,0.0,1.0,0.0,0.0,0.09533,0.03918,0.0685
6.2,0.07627,0.0,1.0,0.0,0.0,0.06578,0.03072,0.04572
6.3,0.0577,0.0,1.0,0.0,0.0,0.05055,0.02589,0.03477
6.4,0.04375,0.0,1.0,0.0,0.0,0.03851,0.02232,0.02609
6.5,0.03357,0.0,1.0,0.0,0.0,0.02987,0.01913,0.02025
6.6,0.02759,0.0,1.0,0.0,0.0,0.02527,0.01776,0.01714
6.7,0.02274,0.0,0.0,0.0,0.0,0.02101,0.01565,0.01425
6.8,0.01814,0.0,0.0,0.0,0.0,0.01705,0.01361,0.0114
6.9,0.01444,0.0,0.0,0.0,0.0,0.01384,0.01158,0.00917
7.0,0.01129,0.0,0.0,0.0,0.0,0.01095,0.00958,0.0071
7.1,0.00928,0.0,0.0,0.0,0.0,0.00911,0.00839,0.00585
7.2,0.00709,0.0,0.0,0.0,0.0,0.00695,0.00659,0.00441
7.3,0.00492,0.0,0.0,0.0,0.0,0.00484,0.00462,0.00293
7.4,0.00425,0.0,0.0,0.0,0.0,0.0042,0.00409,0.00256
7.5,0.00338,0.0,0.0,0.0,0.0,0.00335,0.0033,0.00203
7.6,0.00183,0.0,0.0,0.0,0.0,0.00182,0.00178,0.00121
7.7,6.1E-4,0.0,0.0,0.0,0.0,6.1E-4,5.9E-4,3.8E-4
7.8,3.7E-4,0.0,0.0,0.0,0.0,3.7E-4,3.6E-4,2.3E-4
7.9,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-4,1.3E-4
8.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
