Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.5,611.0,1212.9036,1045.0,949.0,738.0,18373.0,852.0,924.0,1329.0,2860.0
2.6,474.0,963.45667,830.0,754.0,574.0,14595.0,673.0,733.0,1056.0,2274.0
2.7,372.0,765.2964,660.0,591.0,451.0,11580.0,531.0,581.0,840.0,1808.0
2.8,283.0,607.8315,525.0,487.0,348.0,9199.0,418.0,460.0,669.0,1437.0
2.9,231.0,482.74567,417.0,385.0,266.0,7269.0,328.0,364.0,532.0,1146.0
3.0,180.0,383.42917,332.0,301.0,205.0,5780.0,258.0,288.0,424.0,909.0
3.1,141.0,304.54257,264.0,247.0,156.0,4662.0,202.0,227.0,338.0,721.0
3.2,121.0,241.92757,210.0,199.0,124.0,3687.0,158.0,180.0,269.0,574.0
3.3,95.0,192.17368,167.0,157.0,90.0,2906.0,123.0,142.0,215.0,457.0
3.4,72.0,152.64085,133.0,125.0,66.0,2327.0,96.0,111.0,172.0,363.0
3.5,50.0,121.22203,106.0,98.0,47.0,1851.0,74.0,88.0,138.0,289.0
3.6,34.0,96.285,84.0,80.0,35.0,1500.0,57.0,69.0,110.0,230.0
3.7,21.0,76.46258,67.0,60.0,26.0,1204.0,44.0,54.0,88.0,183.0
3.8,17.0,60.71633,53.0,49.0,16.0,956.0,33.0,42.0,71.0,146.0
3.9,12.0,48.21012,42.0,38.0,12.0,752.0,25.0,33.0,57.0,116.0
4.0,8.0,38.27346,34.0,31.0,6.0,606.0,19.0,25.0,46.0,92.0
4.1,8.0,30.3694,27.0,24.0,4.0,473.0,14.0,20.0,37.0,74.0
4.2,7.0,24.10373,21.0,19.0,1.0,360.0,10.0,15.0,30.0,60.0
4.3,6.0,19.11837,17.0,15.0,1.0,286.0,7.0,11.0,24.0,48.0
4.4,4.0,15.16194,13.0,11.0,0.0,222.0,5.0,9.0,20.0,38.0
4.5,3.0,12.0194,10.0,9.0,0.0,182.0,4.0,7.0,16.0,31.0
4.6,3.0,9.52467,8.0,7.0,0.0,144.0,2.0,5.0,13.0,25.0
