Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
4.7,2.0,7.53768,6.0,5.0,0.0,111.0,1.0,4.0,11.0,21.0
4.8,1.0,5.9629,5.0,4.0,0.0,92.0,1.0,3.0,9.0,17.0
4.9,1.0,4.71114,4.0,3.0,0.0,70.0,0.0,2.0,7.0,14.0
5.0,1.0,3.71888,3.0,2.0,0.0,57.0,0.0,1.0,6.0,11.0
5.1,0.0,2.93143,2.0,2.0,0.0,48.0,0.0,1.0,5.0,9.0
5.2,0.0,2.30792,2.0,1.0,0.0,37.0,0.0,0.0,4.0,8.0
5.3,0.0,1.80971,1.0,1.0,0.0,26.0,0.0,0.0,3.0,7.0
5.4,0.0,1.41426,1.0,0.0,0.0,23.0,0.0,0.0,3.0,6.0
5.5,0.0,1.10128,1.0,0.0,0.0,18.0,0.0,0.0,2.0,5.0
5.6,0.0,0.85098,0.0,0.0,0.0,16.0,0.0,0.0,2.0,4.0
5.7,0.0,0.65224,0.0,0.0,0.0,14.0,0.0,0.0,1.0,3.0
5.8,0.0,0.49526,0.0,0.0,0.0,10.0,0.0,0.0,1.0,3.0
5.9,0.0,0.37253,0.0,0.0,0.0,10.0,0.0,0.0,1.0,2.0
6.0,0.0,0.28477,0.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0
6.1,0.0,0.20637,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
6.2,0.0,0.13753,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
6.3,0.0,0.10324,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
6.4,0.0,0.07731,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
6.5,0.0,0.05921,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.6,0.0,0.04911,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.7,0.0,0.03982,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.8,0.0,0.03213,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.9,0.0,0.02544,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0199,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7.1,0.0,0.01678,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.2,0.0,0.01286,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.3,0.0,0.009,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.4,0.0,0.00796,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.5,0.0,0.00632,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.6,0.0,0.00325,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.7,0.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.8,0.0,6.5E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.9,0.0,3.8E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.0,0.0,1.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.1,0.0,1.0E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
