Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31083885,17.0,6.3874,6.0,5.0,0.0,143.0,2.0,3.0,9.0,14.0
0.6216777,17.0,7.65875,7.0,6.0,0.0,188.0,2.0,4.0,11.0,16.0
0.9325165,19.0,8.43337,8.0,7.0,0.0,210.0,2.0,5.0,12.0,18.0
1.2433554,19.0,8.99318,8.0,7.0,0.0,229.0,3.0,5.0,12.0,19.0
1.5541942,75.0,9.43643,9.0,8.0,0.0,242.0,3.0,5.0,13.0,20.0
1.865033,82.0,9.80371,9.0,8.0,0.0,258.0,3.0,6.0,13.0,21.0
2.1758718,83.0,10.1172,9.0,8.0,0.0,266.0,3.0,6.0,14.0,22.0
2.4867108,84.0,10.38912,9.0,9.0,0.0,274.0,3.0,6.0,14.0,22.0
2.7975495,86.0,10.63261,10.0,9.0,0.0,282.0,3.0,6.0,14.0,23.0
3.1083884,86.0,10.85334,10.0,9.0,0.0,288.0,4.0,6.0,15.0,24.0
3.4192274,86.0,11.05252,10.0,9.0,0.0,301.0,4.0,6.0,15.0,24.0
3.730066,86.0,11.23233,10.0,9.0,0.0,305.0,4.0,7.0,15.0,25.0
4.040905,86.0,11.39782,10.0,9.0,0.0,310.0,4.0,7.0,15.0,25.0
4.3517437,86.0,11.55428,10.0,10.0,0.0,314.0,4.0,7.0,15.0,25.0
4.6625824,86.0,11.69838,11.0,10.0,0.0,320.0,4.0,7.0,16.0,26.0
4.9734216,86.0,11.83529,11.0,10.0,0.0,330.0,4.0,7.0,16.0,26.0
5.2842603,86.0,11.96191,11.0,10.0,0.0,335.0,4.0,7.0,16.0,26.0
5.595099,87.0,12.08143,11.0,10.0,0.0,337.0,4.0,7.0,16.0,27.0
5.905938,88.0,12.1968,11.0,10.0,0.0,342.0,4.0,7.0,16.0,27.0
6.216777,90.0,12.30686,11.0,10.0,0.0,344.0,4.0,7.0,16.0,27.0
6.5276155,93.0,12.41047,11.0,10.0,0.0,346.0,4.0,7.0,16.0,28.0
6.8384547,94.0,12.5062,11.0,10.0,0.0,349.0,4.0,7.0,17.0,28.0
7.1492934,94.0,12.60241,11.0,10.0,0.0,355.0,4.0,7.0,17.0,28.0
7.460132,95.0,12.69323,11.0,10.0,0.0,358.0,4.0,7.0,17.0,28.0
7.770971,95.0,12.78306,11.0,11.0,0.0,360.0,4.0,7.0,17.0,29.0
8.08181,96.0,12.87011,11.0,11.0,0.0,362.0,4.0,8.0,17.0,29.0
8.392649,96.0,12.95038,12.0,11.0,0.0,363.0,4.0,8.0,17.0,29.0
8.703487,96.0,13.02649,12.0,11.0,0.0,363.0,5.0,8.0,17.0,29.0
9.014326,96.0,13.10447,12.0,11.0,0.0,364.0,5.0,8.0,17.0,29.0
9.325165,96.0,13.17917,12.0,11.0,0.0,367.0,5.0,8.0,17.0,30.0
9.636004,96.0,13.25141,12.0,11.0,0.0,370.0,5.0,8.0,17.0,30.0
9.946843,96.0,13.32161,12.0,11.0,0.0,382.0,5.0,8.0,18.0,30.0
10.257682,96.0,13.3893,12.0,11.0,0.0,384.0,5.0,8.0,18.0,30.0
10.568521,96.0,13.45571,12.0,11.0,0.0,386.0,5.0,8.0,18.0,30.0
10.879359,97.0,13.51899,12.0,11.0,0.0,390.0,5.0,8.0,18.0,31.0
11.190198,97.0,13.58227,12.0,11.0,0.0,391.0,5.0,8.0,18.0,31.0
11.501037,97.0,13.645,12.0,11.0,0.0,395.0,5.0,8.0,18.0,31.0
11.811876,97.0,13.70393,12.0,11.0,0.0,396.0,5.0,8.0,18.0,31.0
12.122715,98.0,13.76351,12.0,11.0,0.0,398.0,5.0,8.0,18.0,31.0
12.433554,99.0,13.81905,12.0,11.0,0.0,400.0,5.0,8.0,18.0,31.0
12.744392,99.0,13.87387,12.0,11.0,0.0,400.0,5.0,8.0,18.0,32.0
13.055231,99.0,13.92919,12.0,11.0,0.0,402.0,5.0,8.0,18.0,32.0
13.36607,99.0,13.98274,12.0,11.0,0.0,403.0,5.0,8.0,18.0,32.0
13.676909,100.0,14.03347,12.0,11.0,0.0,404.0,5.0,8.0,18.0,32.0
13.987748,100.0,14.08324,12.0,11.0,0.0,406.0,5.0,8.0,18.0,32.0
