Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,407.89505,292.0,806.0,358.0,335.0,1.0,0.02063,268.23193
2.6,324.01303,228.0,642.0,285.0,273.0,1.0,0.02063,213.08508
2.7,257.34424,179.0,510.0,227.0,214.0,1.0,0.02063,169.2622
2.8,204.43837,140.0,406.0,180.0,171.0,1.0,0.02063,134.45631
2.9,162.3881,109.0,323.0,144.0,136.0,1.0,0.02063,106.77503
3.0,129.00256,84.0,257.0,114.0,109.0,1.0,0.02063,84.80584
3.1,102.51063,65.0,206.0,91.0,88.0,1.0,0.02063,67.38582
3.2,81.39734,50.0,164.0,72.0,67.0,1.0,0.02063,53.5053
3.3,64.64536,38.0,131.0,58.0,53.0,1.0,0.02063,42.49888
3.4,51.34245,29.0,105.0,46.0,41.0,1.0,0.02063,33.74214
3.5,40.7712,22.0,84.0,36.0,33.0,1.0,0.02063,26.78615
3.6,32.38077,16.0,68.0,29.0,26.0,1.0,0.02063,21.27345
3.7,25.71588,12.0,54.0,23.0,22.0,1.0,0.02063,16.89467
3.8,20.41811,9.0,44.0,18.0,17.0,1.0,0.02063,13.41556
3.9,16.20251,6.0,35.0,14.0,13.0,1.0,0.02063,10.64589
4.0,12.86632,4.0,29.0,11.0,11.0,0.99995,0.02063,8.45543
4.1,10.21578,3.0,24.0,9.0,8.0,0.99943,0.02063,6.71152
4.2,8.11074,2.0,19.0,7.0,6.0,0.99766,0.02063,5.32697
4.3,6.44463,1.0,16.0,6.0,5.0,0.99252,0.02063,4.2313
4.4,5.1144,1.0,13.0,4.0,3.0,0.98042,0.02063,3.35759
4.5,4.05653,0.0,11.0,3.0,3.0,0.95693,0.02063,2.66188
4.6,3.22007,0.0,9.0,3.0,2.0,0.91994,0.02063,2.1124
4.7,2.55375,0.0,8.0,2.0,1.0,0.86707,0.02063,1.67385
4.8,2.02622,0.0,7.0,2.0,1.0,0.80112,0.02063,1.32671
4.9,1.60218,0.0,6.0,1.0,1.0,0.72412,0.02063,1.04874
5.0,1.26512,0.0,5.0,1.0,0.0,0.6417,0.02063,0.82625
5.1,0.99822,0.0,4.0,1.0,0.0,0.55787,0.02063,0.6508
5.2,0.78631,0.0,4.0,0.0,0.0,0.47751,0.02063,0.51208
5.3,0.618,0.0,3.0,0.0,0.0,0.4015,0.02063,0.40242
5.4,0.48587,0.0,3.0,0.0,0.0,0.33441,0.02063,0.31541
5.5,0.38127,0.0,2.0,0.0,0.0,0.27564,0.02063,0.24689
5.6,0.29669,0.0,2.0,0.0,0.0,0.224,0.02063,0.19229
5.7,0.22936,0.0,2.0,0.0,0.0,0.17955,0.02063,0.14825
5.8,0.17723,0.0,2.0,0.0,0.0,0.14293,0.02063,0.11423
5.9,0.13654,0.0,1.0,0.0,0.0,0.11298,0.02062,0.0876
6.0,0.10684,0.0,1.0,0.0,0.0,0.0902,0.02061,0.06801
6.1,0.07773,0.0,1.0,0.0,0.0,0.06757,0.01327,0.04983
6.2,0.05692,0.0,1.0,0.0,0.0,0.05086,0.01084,0.03664
6.3,0.04166,0.0,1.0,0.0,0.0,0.03782,0.00821,0.02668
6.4,0.03047,0.0,1.0,0.0,0.0,0.02794,0.0067,0.01945
6.5,0.02192,0.0,0.0,0.0,0.0,0.02026,0.00537,0.01384
6.6,0.01622,0.0,0.0,0.0,0.0,0.01522,0.00452,0.01018
6.7,0.01164,0.0,0.0,0.0,0.0,0.011,0.0036,0.00722
6.8,0.0082,0.0,0.0,0.0,0.0,0.00788,0.00309,0.00504
6.9,0.00563,0.0,0.0,0.0,0.0,0.0055,0.00226,0.00346
7.0,0.00408,0.0,0.0,0.0,0.0,0.00401,0.00189,0.00249
7.1,0.00294,0.0,0.0,0.0,0.0,0.0029,0.00165,0.00177
7.2,0.00208,0.0,0.0,0.0,0.0,0.00204,0.00136,0.00118
7.3,0.0013,0.0,0.0,0.0,0.0,0.00128,9.8E-4,7.1E-4
7.4,0.00103,0.0,0.0,0.0,0.0,0.00102,9.0E-4,5.3E-4
7.5,7.7E-4,0.0,0.0,0.0,0.0,7.6E-4,7.3E-4,4.0E-4
7.6,3.5E-4,0.0,0.0,0.0,0.0,3.4E-4,3.3E-4,1.9E-4
7.7,1.1E-4,0.0,0.0,0.0,0.0,1.1E-4,1.1E-4,6.0E-5
7.8,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,8.0E-5,4.0E-5
7.9,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,1.0E-5
8.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
