Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3080622,191.0,110.03298,101.0,97.0,51.0,2076.0,77.0,88.0,119.0,193.0
0.6161244,208.0,135.15576,121.0,117.0,67.0,3048.0,94.0,106.0,145.0,258.0
0.92418665,215.0,151.1428,134.0,132.0,77.0,3475.0,104.0,117.0,161.0,302.0
1.2322488,221.0,163.12164,143.0,136.0,81.0,3767.0,111.0,125.0,174.0,337.0
1.5403111,224.0,172.8046,151.0,144.0,85.0,4030.0,117.0,132.0,184.0,368.0
1.8483733,227.0,180.95045,157.0,146.0,88.0,4255.0,122.0,137.0,193.0,395.0
2.1564355,229.0,188.00156,162.0,155.0,90.0,4435.0,126.0,142.0,200.0,417.0
2.4644976,233.0,194.26334,167.0,157.0,90.0,4552.0,129.0,146.0,207.0,438.0
2.77256,236.0,199.87659,171.0,167.0,91.0,4673.0,133.0,149.0,213.0,458.0
3.0806222,237.0,204.97305,175.0,166.0,92.0,4777.0,135.0,152.0,218.0,474.0
3.3886843,239.0,209.65053,178.0,171.0,96.0,4861.0,138.0,155.0,223.0,490.0
3.6967466,240.0,213.97923,181.0,173.0,99.0,4932.0,140.0,158.0,228.0,505.0
4.004809,242.0,217.97108,184.0,173.0,102.0,5017.0,143.0,160.0,232.0,520.0
4.312871,244.0,221.68121,187.0,174.0,105.0,5083.0,145.0,163.0,236.0,532.0
4.620933,248.0,225.17004,189.0,176.0,109.0,5153.0,147.0,165.0,240.0,544.0
4.928995,255.0,228.43011,191.0,179.0,112.0,5282.0,149.0,167.0,243.0,557.0
5.2370577,261.0,231.54984,194.0,181.0,113.0,5398.0,150.0,169.0,246.0,568.0
5.54512,267.0,234.48312,196.0,183.0,115.0,5479.0,152.0,171.0,249.0,578.0
5.853182,269.0,237.31853,198.0,184.0,116.0,5563.0,153.0,172.0,253.0,589.0
6.1612444,272.0,239.9497,200.0,185.0,116.0,5643.0,155.0,174.0,255.0,597.0
6.4693065,273.0,242.52657,202.0,192.0,116.0,5719.0,156.0,176.0,258.0,606.0
6.7773685,273.0,244.98392,203.0,192.0,119.0,5791.0,158.0,177.0,261.0,614.0
