Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,2530.9258,1758.0,6355.0,2052.0,1912.0,1.0,0.0,1430.7795
2.6,2010.3469,1390.0,5046.0,1631.0,1494.0,1.0,0.0,1136.5282
2.7,1596.9136,1099.0,4009.0,1296.0,1200.0,1.0,0.0,902.79407
2.8,1268.417,868.0,3187.0,1031.0,979.0,1.0,0.0,717.0885
2.9,1007.55774,686.0,2523.0,819.0,774.0,1.0,0.0,569.60834
3.0,800.396,541.0,2009.0,652.0,608.0,1.0,0.0,452.49796
3.1,635.8363,426.0,1597.0,518.0,486.0,1.0,0.0,359.45978
3.2,505.1161,335.0,1273.0,412.0,388.0,1.0,0.0,285.59067
3.3,401.239,263.0,1012.0,328.0,307.0,1.0,0.0,226.84698
3.4,318.67712,206.0,805.0,261.0,246.0,1.0,0.0,180.17639
3.5,253.14555,161.0,638.0,208.0,195.0,1.0,0.0,143.1232
3.6,201.07521,126.0,507.0,165.0,157.0,1.0,0.0,113.70494
3.7,159.6912,98.0,403.0,132.0,125.0,1.0,0.0,90.29549
3.8,126.81905,76.0,320.0,105.0,99.0,1.0,0.0,71.72355
3.9,100.71632,58.0,255.0,83.0,79.0,1.0,0.0,56.95429
4.0,80.0041,45.0,204.0,66.0,62.0,1.0,0.0,45.24936
4.1,63.55349,34.0,162.0,53.0,49.0,1.0,0.0,35.94226
4.2,50.49818,26.0,130.0,42.0,39.0,1.0,0.0,28.55681
4.3,40.10342,20.0,104.0,33.0,30.0,1.0,0.0,22.67885
4.4,31.85843,15.0,83.0,26.0,25.0,1.0,0.0,18.01443
4.5,25.28588,11.0,67.0,21.0,20.0,1.0,0.0,14.29623
4.6,20.08622,8.0,54.0,17.0,15.0,1.0,0.0,11.35301
4.7,15.94147,5.0,43.0,13.0,11.0,1.0,0.0,9.00922
4.8,12.66312,4.0,35.0,10.0,9.0,0.99969,0.0,7.15685
4.9,10.05567,3.0,28.0,8.0,7.0,0.99879,0.0,5.68661
5.0,7.98719,2.0,23.0,7.0,5.0,0.99587,0.0,4.51358
5.1,6.34702,1.0,19.0,5.0,4.0,0.98809,0.0,3.58673
5.2,5.04061,0.0,15.0,4.0,3.0,0.97179,0.0,2.84917
5.3,4.00314,0.0,13.0,3.0,2.0,0.94282,0.0,2.26301
5.4,3.17669,0.0,10.0,2.0,2.0,0.89978,0.0,1.7966
5.5,2.52423,0.0,9.0,2.0,1.0,0.84335,0.0,1.42765
5.6,2.00321,0.0,7.0,1.0,1.0,0.77314,0.0,1.13174
5.7,1.59322,0.0,6.0,1.0,1.0,0.69437,0.0,0.89895
5.8,1.26261,0.0,5.0,1.0,0.0,0.61268,0.0,0.71203
5.9,1.00197,0.0,5.0,1.0,0.0,0.53241,0.0,0.56467
6.0,0.79444,0.0,4.0,0.0,0.0,0.45575,0.0,0.44691
6.1,0.62984,0.0,3.0,0.0,0.0,0.38578,0.0,0.35377
6.2,0.49864,0.0,3.0,0.0,0.0,0.32259,0.0,0.27853
6.3,0.39438,0.0,3.0,0.0,0.0,0.26761,0.0,0.22022
6.4,0.31195,0.0,2.0,0.0,0.0,0.21995,0.0,0.17291
6.5,0.24713,0.0,2.0,0.0,0.0,0.17993,0.0,0.13669
6.6,0.19621,0.0,2.0,0.0,0.0,0.14769,0.0,0.10913
6.7,0.15572,0.0,1.0,0.0,0.0,0.12019,0.0,0.08618
6.8,0.12287,0.0,1.0,0.0,0.0,0.09691,0.0,0.06797
6.9,0.09738,0.0,1.0,0.0,0.0,0.07821,0.0,0.05355
7.0,0.07634,0.0,1.0,0.0,0.0,0.06241,0.0,0.04197
7.1,0.05915,0.0,1.0,0.0,0.0,0.04903,0.0,0.03269
7.2,0.04627,0.0,1.0,0.0,0.0,0.03894,0.0,0.02566
7.3,0.03609,0.0,1.0,0.0,0.0,0.03075,0.0,0.0201
7.4,0.02815,0.0,0.0,0.0,0.0,0.02442,0.0,0.01583
7.5,0.02152,0.0,0.0,0.0,0.0,0.01907,0.0,0.01218
7.6,0.01657,0.0,0.0,0.0,0.0,0.01494,0.0,0.00945
7.7,0.01264,0.0,0.0,0.0,0.0,0.01151,0.0,0.00722
7.8,0.00915,0.0,0.0,0.0,0.0,0.00848,0.0,0.0054
7.9,0.0064,0.0,0.0,0.0,0.0,0.00602,0.0,0.00377
8.0,0.00426,0.0,0.0,0.0,0.0,0.0041,0.0,0.00245
8.1,0.00265,0.0,0.0,0.0,0.0,0.00257,0.0,0.00143
8.2,0.00119,0.0,0.0,0.0,0.0,0.00116,0.0,6.1E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
