Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.5,2167.0,4486.796,3305.0,2875.0,2400.0,124827.0,2659.0,2872.0,4811.0,15512.0
2.6,1799.0,3563.9392,2626.0,2327.0,1865.0,99583.0,2106.0,2279.0,3823.0,12326.0
2.7,1510.0,2830.906,2087.0,1873.0,1445.0,79351.0,1669.0,1810.0,3037.0,9804.0
2.8,1215.0,2248.5947,1659.0,1453.0,1137.0,63139.0,1321.0,1436.0,2415.0,7792.0
2.9,1019.0,1786.1348,1318.0,1223.0,906.0,50254.0,1045.0,1140.0,1918.0,6185.0
3.0,870.0,1418.8336,1048.0,958.0,704.0,39973.0,826.0,904.0,1525.0,4912.0
3.1,723.0,1127.0548,833.0,763.0,549.0,31591.0,653.0,717.0,1213.0,3899.0
3.2,619.0,895.3214,662.0,588.0,435.0,25139.0,515.0,568.0,965.0,3105.0
3.3,506.0,711.147,527.0,474.0,336.0,19996.0,406.0,450.0,767.0,2468.0
3.4,424.0,564.8515,419.0,376.0,253.0,15840.0,319.0,356.0,610.0,1959.0
3.5,323.0,448.69547,333.0,307.0,195.0,12700.0,250.0,282.0,485.0,1555.0
3.6,229.0,356.4069,265.0,243.0,150.0,10101.0,196.0,223.0,386.0,1235.0
3.7,166.0,283.07233,211.0,185.0,108.0,8046.0,153.0,176.0,308.0,981.0
3.8,138.0,224.8475,168.0,149.0,80.0,6390.0,120.0,139.0,245.0,780.0
3.9,108.0,178.57578,134.0,117.0,61.0,5048.0,93.0,109.0,195.0,618.0
4.0,83.0,141.84427,107.0,98.0,43.0,4025.0,72.0,86.0,156.0,492.0
4.1,63.0,112.67017,85.0,74.0,37.0,3195.0,55.0,68.0,125.0,393.0
4.2,50.0,89.53011,68.0,59.0,26.0,2536.0,43.0,53.0,100.0,311.0
4.3,44.0,71.11487,54.0,48.0,18.0,2002.0,32.0,41.0,80.0,248.0
4.4,35.0,56.48981,43.0,40.0,13.0,1568.0,25.0,32.0,64.0,197.0
4.5,29.0,44.84975,34.0,29.0,6.0,1254.0,18.0,25.0,52.0,157.0
4.6,19.0,35.62928,27.0,23.0,4.0,1014.0,14.0,19.0,42.0,126.0
4.7,13.0,28.29493,21.0,19.0,2.0,834.0,10.0,15.0,34.0,100.0
4.8,10.0,22.4691,17.0,15.0,1.0,651.0,7.0,11.0,27.0,80.0
4.9,5.0,17.84583,14.0,11.0,0.0,523.0,5.0,9.0,22.0,64.0
5.0,3.0,14.17417,11.0,9.0,0.0,412.0,3.0,6.0,18.0,51.0
5.1,2.0,11.26273,8.0,7.0,0.0,326.0,2.0,5.0,15.0,41.0
5.2,2.0,8.94756,7.0,5.0,0.0,265.0,1.0,4.0,12.0,33.0
5.3,2.0,7.10422,5.0,4.0,0.0,215.0,1.0,3.0,10.0,27.0
5.4,2.0,5.63747,4.0,3.0,0.0,170.0,0.0,2.0,8.0,22.0
5.5,1.0,4.47778,3.0,2.0,0.0,140.0,0.0,1.0,7.0,18.0
