Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1573.2025,1205.0,3156.0,1364.0,1318.0,1.0,0.0,1064.5562
2.6,1249.6459,952.0,2506.0,1085.0,1037.0,1.0,0.0,845.61743
2.7,992.6274,751.0,1988.0,863.0,825.0,1.0,0.0,671.6907
2.8,788.38995,592.0,1583.0,686.0,664.0,1.0,0.0,533.50275
2.9,626.2152,467.0,1259.0,546.0,526.0,1.0,0.0,423.7675
3.0,497.4776,367.0,1000.0,434.0,417.0,1.0,0.0,336.6621
3.1,395.20386,288.0,796.0,345.0,332.0,1.0,0.0,267.43378
3.2,313.9803,226.0,631.0,275.0,259.0,1.0,0.0,212.491
3.3,249.40707,176.0,502.0,219.0,210.0,1.0,0.0,168.7742
3.4,198.08951,138.0,399.0,174.0,164.0,1.0,0.0,134.06001
3.5,157.3594,107.0,318.0,138.0,134.0,1.0,0.0,106.48392
3.6,124.99964,83.0,254.0,110.0,107.0,1.0,0.0,84.60486
3.7,99.26642,64.0,202.0,88.0,83.0,1.0,0.0,67.18348
3.8,78.83587,49.0,161.0,70.0,68.0,1.0,0.0,53.36367
3.9,62.61115,38.0,128.0,55.0,53.0,1.0,0.0,42.37869
4.0,49.7394,29.0,103.0,44.0,42.0,1.0,0.0,33.67324
4.1,39.49947,22.0,82.0,35.0,33.0,1.0,0.0,26.74293
4.2,31.38392,16.0,66.0,28.0,26.0,1.0,0.0,21.24496
4.3,24.93256,12.0,53.0,22.0,20.0,1.0,0.0,16.8755
4.4,19.80788,9.0,43.0,18.0,16.0,1.0,0.0,13.40613
4.5,15.71856,6.0,34.0,14.0,13.0,0.99999,0.0,10.63841
4.6,12.48401,4.0,28.0,11.0,10.0,0.99994,0.0,8.44895
4.7,9.90945,3.0,23.0,9.0,8.0,0.99963,0.0,6.70729
4.8,7.87622,2.0,19.0,7.0,6.0,0.99795,0.0,5.32939
4.9,6.25671,1.0,16.0,5.0,5.0,0.99247,0.0,4.23442
5.0,4.96909,1.0,13.0,4.0,4.0,0.97982,0.0,3.35978
5.1,3.94741,0.0,11.0,3.0,3.0,0.95672,0.0,2.67047
5.2,3.13451,0.0,9.0,3.0,2.0,0.91857,0.0,2.12065
5.3,2.48729,0.0,8.0,2.0,1.0,0.86496,0.0,1.68397
5.4,1.97285,0.0,6.0,2.0,1.0,0.79893,0.0,1.33647
5.5,1.5687,0.0,6.0,1.0,1.0,0.72319,0.0,1.06252
5.6,1.2448,0.0,5.0,1.0,0.0,0.64012,0.0,0.84252
5.7,0.98894,0.0,4.0,1.0,0.0,0.55709,0.0,0.66832
5.8,0.78277,0.0,4.0,0.0,0.0,0.47777,0.0,0.52954
5.9,0.62131,0.0,3.0,0.0,0.0,0.4049,0.0,0.42034
6.0,0.49368,0.0,3.0,0.0,0.0,0.3399,0.0,0.33319
6.1,0.39038,0.0,2.0,0.0,0.0,0.28192,0.0,0.26357
6.2,0.30886,0.0,2.0,0.0,0.0,0.23189,0.0,0.20718
6.3,0.24389,0.0,2.0,0.0,0.0,0.18952,0.0,0.16379
6.4,0.19266,0.0,2.0,0.0,0.0,0.15346,0.0,0.12853
6.5,0.15324,0.0,1.0,0.0,0.0,0.12479,0.0,0.1021
6.6,0.12143,0.0,1.0,0.0,0.0,0.10108,0.0,0.08118
6.7,0.09661,0.0,1.0,0.0,0.0,0.08179,0.0,0.06442
6.8,0.07598,0.0,1.0,0.0,0.0,0.06521,0.0,0.05073
6.9,0.06012,0.0,1.0,0.0,0.0,0.05237,0.0,0.04004
7.0,0.04732,0.0,1.0,0.0,0.0,0.04168,0.0,0.03158
7.1,0.03673,0.0,1.0,0.0,0.0,0.03278,0.0,0.02463
7.2,0.02856,0.0,1.0,0.0,0.0,0.02562,0.0,0.01911
7.3,0.02242,0.0,0.0,0.0,0.0,0.02035,0.0,0.01506
7.4,0.01756,0.0,0.0,0.0,0.0,0.01614,0.0,0.01187
7.5,0.01338,0.0,0.0,0.0,0.0,0.0124,0.0,0.00913
7.6,0.01021,0.0,0.0,0.0,0.0,0.00959,0.0,0.00698
7.7,0.00774,0.0,0.0,0.0,0.0,0.00731,0.0,0.00531
7.8,0.00556,0.0,0.0,0.0,0.0,0.00533,0.0,0.00398
7.9,0.00385,0.0,0.0,0.0,0.0,0.00372,0.0,0.0028
8.0,0.00247,0.0,0.0,0.0,0.0,0.00242,0.0,0.00178
8.1,0.00157,0.0,0.0,0.0,0.0,0.00153,0.0,0.00108
8.2,7.2E-4,0.0,0.0,0.0,0.0,7.1E-4,0.0,5.1E-4
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
