Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,1323.2352,1230.0,1491.0,1311.0,1309.0,1.0,0.10203,1247.4818
2.6,1051.0486,971.0,1187.0,1042.0,1037.0,1.0,0.10203,990.87256
2.7,834.8234,765.0,945.0,828.0,821.0,1.0,0.10203,787.02216
2.8,663.06995,603.0,753.0,658.0,657.0,1.0,0.10203,625.1195
2.9,526.6704,474.0,600.0,522.0,522.0,1.0,0.10203,496.51718
3.0,418.3933,372.0,480.0,415.0,411.0,1.0,0.10203,394.4345
3.1,332.3299,292.0,384.0,330.0,327.0,1.0,0.10203,313.29926
3.2,263.94916,228.0,308.0,262.0,258.0,1.0,0.10203,248.83517
3.3,209.60664,179.0,248.0,208.0,205.0,1.0,0.10203,197.60097
3.4,166.47769,139.0,199.0,165.0,164.0,1.0,0.10203,156.94562
3.5,132.21909,108.0,161.0,131.0,127.0,1.0,0.10203,124.65126
3.6,104.99456,84.0,130.0,104.0,104.0,1.0,0.10203,98.98968
3.7,83.36836,65.0,105.0,83.0,81.0,1.0,0.10203,78.60074
3.8,66.21461,50.0,85.0,66.0,65.0,1.0,0.10203,62.42935
3.9,52.58394,38.0,69.0,52.0,52.0,1.0,0.10203,49.57861
4.0,41.73995,29.0,57.0,41.0,42.0,1.0,0.10203,39.35776
4.1,33.11981,22.0,46.0,33.0,32.0,1.0,0.10203,31.22851
4.2,26.2951,16.0,38.0,26.0,26.0,1.0,0.10203,24.79493
4.3,20.86775,12.0,31.0,21.0,20.0,1.0,0.10203,19.67326
4.4,16.54796,9.0,26.0,16.0,16.0,1.0,0.10203,15.60214
4.5,13.12025,6.0,21.0,13.0,13.0,1.0,0.10203,12.36753
4.6,10.38958,4.0,18.0,10.0,10.0,0.99996,0.10203,9.79311
4.7,8.22846,3.0,15.0,8.0,8.0,0.9996,0.10203,7.75757
4.8,6.50789,2.0,12.0,6.0,6.0,0.9982,0.10203,6.13447
4.9,5.14562,1.0,10.0,5.0,5.0,0.99356,0.10203,4.85096
5.0,4.05694,1.0,9.0,4.0,3.0,0.98056,0.10203,3.82444
5.1,3.19874,0.0,7.0,3.0,3.0,0.95551,0.10203,3.01599
5.2,2.51683,0.0,6.0,2.0,2.0,0.91312,0.10203,2.37267
5.3,1.97272,0.0,5.0,2.0,1.0,0.85328,0.10203,1.86032
5.4,1.54028,0.0,4.0,1.0,1.0,0.77708,0.10203,1.45179
5.5,1.19785,0.0,4.0,1.0,1.0,0.68916,0.10203,1.12857
5.6,0.92945,0.0,3.0,1.0,0.0,0.59661,0.10203,0.87546
5.7,0.7157,0.0,3.0,1.0,0.0,0.50351,0.10203,0.67427
5.8,0.54578,0.0,2.0,0.0,0.0,0.41381,0.10203,0.51404
5.9,0.41034,0.0,2.0,0.0,0.0,0.33157,0.10202,0.38643
6.0,0.31202,0.0,2.0,0.0,0.0,0.26461,0.10198,0.29369
6.1,0.22745,0.0,1.0,0.0,0.0,0.20112,0.08984,0.2144
6.2,0.14734,0.0,1.0,0.0,0.0,0.13573,0.06796,0.13895
6.3,0.11218,0.0,1.0,0.0,0.0,0.10552,0.05849,0.10607
6.4,0.08379,0.0,1.0,0.0,0.0,0.07996,0.05032,0.07922
6.5,0.06502,0.0,1.0,0.0,0.0,0.06256,0.04445,0.06154
6.6,0.05559,0.0,1.0,0.0,0.0,0.05406,0.04131,0.05282
6.7,0.04614,0.0,1.0,0.0,0.0,0.04499,0.03613,0.0439
6.8,0.03812,0.0,1.0,0.0,0.0,0.03746,0.03146,0.03635
6.9,0.03028,0.0,1.0,0.0,0.0,0.02992,0.02604,0.02892
7.0,0.02347,0.0,0.0,0.0,0.0,0.0233,0.02092,0.02242
7.1,0.01922,0.0,0.0,0.0,0.0,0.01912,0.01777,0.01839
7.2,0.01415,0.0,0.0,0.0,0.0,0.01409,0.01333,0.01352
7.3,0.00972,0.0,0.0,0.0,0.0,0.00969,0.00932,0.00929
7.4,0.00865,0.0,0.0,0.0,0.0,0.00863,0.00847,0.00828
7.5,0.00654,0.0,0.0,0.0,0.0,0.00652,0.00646,0.00625
7.6,0.00343,0.0,0.0,0.0,0.0,0.00342,0.00338,0.00331
7.7,0.00111,0.0,0.0,0.0,0.0,0.00111,0.0011,0.00103
7.8,7.4E-4,0.0,0.0,0.0,0.0,7.4E-4,7.4E-4,6.8E-4
7.9,4.6E-4,0.0,0.0,0.0,0.0,4.6E-4,4.6E-4,4.4E-4
8.0,1.2E-4,0.0,0.0,0.0,0.0,1.2E-4,1.2E-4,1.1E-4
8.1,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,3.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
