Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,368.0,653.57465,644.0,637.0,525.0,1180.0,585.0,613.0,685.0,810.0
2.65,289.0,519.2611,512.0,506.0,410.0,951.0,461.0,485.0,546.0,644.0
2.75,295.0,412.3389,407.0,404.0,323.0,769.0,362.0,383.0,436.0,513.0
2.85,196.0,327.51825,323.0,320.0,240.0,609.0,285.0,303.0,348.0,409.0
2.95,149.0,260.0762,257.0,251.0,189.0,461.0,223.0,239.0,278.0,326.0
3.05,147.0,206.63882,204.0,203.0,144.0,387.0,174.0,188.0,223.0,259.0
3.15,104.0,164.1302,162.0,162.0,111.0,326.0,136.0,148.0,179.0,207.0
3.25,113.0,130.40057,129.0,127.0,82.0,263.0,106.0,117.0,143.0,166.0
3.35,82.0,103.53477,102.0,101.0,59.0,198.0,82.0,92.0,115.0,133.0
3.45,101.0,82.30452,81.0,82.0,41.0,170.0,63.0,72.0,92.0,107.0
3.55,94.0,65.34354,65.0,65.0,33.0,139.0,49.0,56.0,74.0,86.0
3.65,63.0,51.9117,51.0,49.0,23.0,125.0,37.0,44.0,60.0,70.0
3.75,28.0,41.22044,41.0,40.0,16.0,84.0,28.0,34.0,48.0,57.0
3.85,30.0,32.7567,32.0,32.0,11.0,74.0,22.0,27.0,39.0,46.0
3.95,25.0,26.01964,26.0,25.0,6.0,58.0,16.0,21.0,31.0,38.0
4.05,20.0,20.69655,20.0,20.0,4.0,46.0,12.0,16.0,25.0,31.0
4.15,13.0,16.39806,16.0,16.0,2.0,46.0,9.0,12.0,21.0,25.0
4.25,6.0,13.03275,13.0,12.0,1.0,38.0,6.0,9.0,17.0,21.0
4.35,9.0,10.35658,10.0,10.0,0.0,31.0,5.0,7.0,14.0,17.0
4.45,6.0,8.23067,8.0,8.0,0.0,25.0,3.0,5.0,11.0,15.0
4.55,10.0,6.55278,6.0,6.0,0.0,24.0,2.0,4.0,9.0,12.0
4.65,6.0,5.18784,5.0,5.0,0.0,19.0,1.0,3.0,7.0,10.0
4.75,3.0,4.12911,4.0,4.0,0.0,16.0,1.0,2.0,6.0,9.0
4.85,5.0,3.27872,3.0,3.0,0.0,13.0,0.0,1.0,5.0,7.0
4.95,2.0,2.6083,2.0,2.0,0.0,13.0,0.0,1.0,4.0,6.0
5.05,1.0,2.05864,2.0,2.0,0.0,11.0,0.0,1.0,3.0,5.0
5.15,0.0,1.63992,1.0,1.0,0.0,10.0,0.0,0.0,3.0,5.0
5.25,0.0,1.29893,1.0,1.0,0.0,8.0,0.0,0.0,2.0,4.0
5.35,0.0,1.03182,1.0,1.0,0.0,8.0,0.0,0.0,2.0,3.0
5.45,1.0,0.82197,1.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0
