Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17417966,96.0,111.33252,110.0,109.0,68.0,208.0,89.0,99.0,123.0,139.0
0.34835932,107.0,124.03488,123.0,120.0,78.0,229.0,100.0,111.0,136.0,154.0
0.52253896,109.0,131.02652,130.0,128.0,84.0,239.0,106.0,117.0,144.0,163.0
0.69671863,114.0,135.79639,135.0,133.0,87.0,251.0,110.0,122.0,149.0,169.0
0.8708983,116.0,139.39809,138.0,138.0,90.0,258.0,114.0,125.0,153.0,174.0
1.0450779,116.0,142.26791,141.0,141.0,91.0,261.0,116.0,128.0,156.0,177.0
1.2192576,117.0,144.66045,143.0,142.0,92.0,266.0,118.0,130.0,158.0,180.0
1.3934373,118.0,146.69717,145.0,146.0,94.0,268.0,120.0,132.0,160.0,183.0
1.5676169,118.0,148.45738,147.0,146.0,95.0,274.0,121.0,134.0,162.0,185.0
1.7417966,118.0,150.01865,149.0,147.0,96.0,277.0,123.0,135.0,164.0,187.0
1.9159763,120.0,151.41013,150.0,149.0,96.0,279.0,124.0,136.0,165.0,189.0
2.0901558,121.0,152.6729,151.0,151.0,97.0,279.0,125.0,137.0,167.0,191.0
2.2643356,122.0,153.81905,152.0,151.0,99.0,281.0,126.0,139.0,168.0,192.0
2.4385152,122.0,154.87994,153.0,153.0,100.0,283.0,127.0,140.0,169.0,194.0
2.6126947,124.0,155.84256,154.0,154.0,100.0,283.0,128.0,140.0,170.0,195.0
2.7868745,124.0,156.744,155.0,153.0,100.0,286.0,129.0,141.0,171.0,196.0
2.961054,124.0,157.58263,156.0,155.0,101.0,290.0,129.0,142.0,172.0,197.0
3.1352339,124.0,158.36497,157.0,153.0,101.0,291.0,130.0,143.0,173.0,198.0
3.3094134,124.0,159.10202,157.0,156.0,102.0,292.0,131.0,143.0,174.0,199.0
3.4835932,124.0,159.7953,158.0,156.0,102.0,294.0,131.0,144.0,174.0,200.0
3.6577728,124.0,160.44913,159.0,158.0,102.0,296.0,132.0,145.0,175.0,201.0
3.8319526,124.0,161.07732,159.0,158.0,103.0,299.0,132.0,145.0,176.0,201.0
4.006132,126.0,161.66415,160.0,158.0,104.0,300.0,133.0,146.0,176.0,202.0
4.1803117,126.0,162.22842,161.0,161.0,104.0,301.0,133.0,146.0,177.0,203.0
4.354491,126.0,162.76578,161.0,160.0,104.0,302.0,134.0,147.0,177.0,204.0
4.5286713,128.0,163.28094,162.0,163.0,104.0,303.0,134.0,147.0,178.0,204.0
4.702851,131.0,163.7709,162.0,163.0,104.0,304.0,135.0,148.0,179.0,205.0
4.8770304,134.0,164.23967,163.0,163.0,104.0,304.0,135.0,148.0,179.0,205.0
5.05121,135.0,164.68916,163.0,163.0,104.0,305.0,135.0,149.0,180.0,206.0
5.2253895,136.0,165.11993,163.0,163.0,104.0,305.0,136.0,149.0,180.0,207.0
5.3995695,136.0,165.53725,164.0,163.0,104.0,307.0,136.0,149.0,180.0,207.0
5.573749,139.0,165.94492,164.0,165.0,104.0,308.0,137.0,150.0,181.0,208.0
5.7479286,139.0,166.33183,165.0,164.0,104.0,308.0,137.0,150.0,181.0,208.0
5.922108,140.0,166.70795,165.0,164.0,105.0,310.0,137.0,151.0,182.0,209.0
6.096288,141.0,167.07257,165.0,165.0,105.0,310.0,138.0,151.0,182.0,209.0
6.2704678,141.0,167.42738,166.0,162.0,105.0,312.0,138.0,151.0,182.0,210.0
6.4446473,142.0,167.76971,166.0,164.0,106.0,312.0,138.0,152.0,183.0,210.0
6.618827,142.0,168.10281,166.0,164.0,106.0,313.0,139.0,152.0,183.0,211.0
6.7930064,142.0,168.42824,167.0,166.0,107.0,313.0,139.0,152.0,183.0,211.0
6.9671865,142.0,168.7411,167.0,167.0,107.0,313.0,139.0,152.0,184.0,211.0
