Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3081132,176.0,135.51189,133.0,132.0,84.0,362.0,108.0,120.0,149.0,177.0
0.6162264,244.0,216.23563,212.0,208.0,143.0,842.0,179.0,194.0,234.0,284.0
0.9243396,304.0,284.16016,278.0,273.0,200.0,1053.0,239.0,257.0,305.0,376.0
1.2324528,350.0,343.44696,336.0,336.0,248.0,1200.0,291.0,312.0,366.0,456.0
1.540566,408.0,396.92368,387.0,382.0,286.0,1481.0,339.0,361.0,422.0,530.0
1.8486792,450.0,439.57126,429.0,420.0,319.0,1633.0,377.0,401.0,467.0,588.0
2.1567924,484.0,474.91217,463.0,455.0,352.0,1713.0,408.0,433.0,503.0,637.0
2.4649055,516.0,505.00897,492.0,485.0,374.0,1777.0,435.0,461.0,535.0,678.0
2.7730188,547.0,531.1805,517.0,509.0,392.0,1828.0,458.0,486.0,562.0,714.0
3.081132,562.0,554.21387,540.0,528.0,411.0,1878.0,479.0,507.0,586.0,746.0
3.389245,591.0,574.83655,560.0,552.0,427.0,1938.0,497.0,526.0,607.0,774.0
3.6973584,608.0,593.4102,578.0,574.0,441.0,1964.0,514.0,543.0,627.0,800.0
4.0054717,636.0,610.3556,594.0,584.0,456.0,1996.0,529.0,559.0,644.0,823.0
4.313585,656.0,625.9049,609.0,599.0,472.0,2024.0,543.0,573.0,661.0,845.0
4.621698,683.0,640.20935,623.0,609.0,484.0,2043.0,556.0,586.0,675.0,864.0
4.929811,719.0,653.4829,636.0,629.0,495.0,2060.0,568.0,599.0,689.0,882.0
5.237924,744.0,665.8543,648.0,640.0,505.0,2083.0,579.0,610.0,702.0,900.0
5.5460377,767.0,677.4464,659.0,651.0,515.0,2101.0,589.0,621.0,714.0,916.0
5.854151,785.0,688.3083,670.0,667.0,520.0,2121.0,599.0,631.0,726.0,931.0
6.162264,799.0,698.53906,680.0,673.0,529.0,2137.0,608.0,641.0,736.0,945.0
6.470377,810.0,708.23645,689.0,674.0,536.0,2147.0,617.0,650.0,746.0,958.0
6.77849,818.0,717.4257,698.0,694.0,543.0,2166.0,625.0,658.0,756.0,971.0
7.0866036,826.0,726.1698,706.0,704.0,551.0,2182.0,633.0,666.0,765.0,984.0
7.3947167,838.0,734.5375,715.0,705.0,557.0,2194.0,640.0,674.0,774.0,997.0
7.70283,845.0,742.5182,722.0,713.0,567.0,2212.0,648.0,681.0,782.0,1008.0
8.010943,852.0,750.0582,729.0,719.0,579.0,2224.0,654.0,688.0,790.0,1019.0
8.3190565,862.0,757.3252,737.0,729.0,581.0,2234.0,661.0,695.0,797.0,1028.0
8.62717,870.0,764.30164,743.0,734.0,581.0,2247.0,667.0,702.0,805.0,1039.0
8.935283,879.0,770.98376,750.0,743.0,588.0,2262.0,673.0,708.0,812.0,1048.0
9.243396,888.0,777.4572,756.0,736.0,590.0,2271.0,679.0,714.0,818.0,1058.0
9.551509,899.0,783.6823,762.0,758.0,592.0,2280.0,685.0,719.0,825.0,1066.0
9.859622,907.0,789.6916,768.0,752.0,600.0,2288.0,690.0,725.0,831.0,1075.0
10.167735,919.0,795.4896,773.0,758.0,606.0,2298.0,695.0,730.0,837.0,1084.0
10.475848,930.0,801.0857,779.0,763.0,609.0,2305.0,700.0,735.0,843.0,1092.0
10.783962,940.0,806.5027,784.0,765.0,618.0,2474.0,705.0,740.0,849.0,1099.0
11.092075,954.0,811.7536,789.0,769.0,623.0,2604.0,710.0,745.0,854.0,1107.0
11.400188,957.0,816.83185,794.0,777.0,627.0,2660.0,714.0,750.0,859.0,1114.0
11.708302,968.0,821.7387,799.0,781.0,631.0,2742.0,718.0,754.0,864.0,1122.0
12.016415,979.0,826.5061,803.0,791.0,634.0,2790.0,723.0,759.0,870.0,1128.0
12.324528,992.0,831.15405,808.0,787.0,637.0,2814.0,727.0,763.0,874.0,1134.0
12.632641,996.0,835.6561,812.0,804.0,639.0,2832.0,731.0,767.0,879.0,1141.0
12.940754,1001.0,840.0306,816.0,805.0,640.0,2856.0,735.0,771.0,883.0,1147.0
13.248867,1006.0,844.31537,820.0,820.0,643.0,2876.0,739.0,775.0,888.0,1154.0
13.55698,1015.0,848.47864,824.0,816.0,647.0,2902.0,743.0,779.0,892.0,1160.0
13.865094,1019.0,852.52386,828.0,821.0,650.0,2914.0,746.0,783.0,897.0,1165.0
14.173207,1022.0,856.46094,832.0,824.0,661.0,2928.0,750.0,787.0,901.0,1170.0
14.48132,1025.0,860.33466,836.0,829.0,665.0,2944.0,753.0,790.0,905.0,1175.0
14.7894335,1032.0,864.1045,840.0,828.0,669.0,2960.0,757.0,794.0,909.0,1181.0
15.097547,1040.0,867.7719,843.0,823.0,670.0,2970.0,760.0,797.0,912.0,1186.0
15.40566,1045.0,871.3545,847.0,840.0,674.0,2985.0,763.0,801.0,916.0,1191.0
15.713773,1049.0,874.848,850.0,841.0,677.0,2995.0,766.0,804.0,920.0,1196.0
16.021887,1051.0,878.28906,853.0,856.0,680.0,3006.0,769.0,807.0,923.0,1201.0
16.33,1053.0,881.6429,857.0,850.0,687.0,3025.0,772.0,810.0,927.0,1206.0
16.638113,1056.0,884.9577,860.0,851.0,689.0,3032.0,775.0,813.0,930.0,1210.0
16.946226,1058.0,888.1791,863.0,853.0,695.0,3037.0,778.0,816.0,934.0,1214.0
17.25434,1059.0,891.3366,866.0,855.0,697.0,3048.0,781.0,819.0,937.0,1219.0
17.562452,1064.0,894.4099,869.0,850.0,700.0,3053.0,784.0,822.0,940.0,1223.0
17.870565,1067.0,897.4348,872.0,858.0,703.0,3057.0,786.0,825.0,943.0,1228.0
18.178679,1068.0,900.41425,875.0,856.0,704.0,3068.0,789.0,827.0,946.0,1232.0
18.486792,1075.0,903.3318,877.0,864.0,705.0,3074.0,791.0,830.0,949.0,1236.0
18.794905,1079.0,906.19403,880.0,867.0,705.0,3080.0,794.0,833.0,952.0,1240.0
19.103018,1080.0,909.0252,883.0,871.0,706.0,3088.0,797.0,835.0,955.0,1244.0
19.41113,1083.0,911.7805,886.0,875.0,708.0,3097.0,799.0,838.0,958.0,1248.0
19.719244,1085.0,914.4785,888.0,876.0,709.0,3101.0,802.0,840.0,961.0,1251.0
20.027357,1098.0,917.1279,891.0,880.0,710.0,3109.0,804.0,843.0,964.0,1254.0
20.33547,1101.0,919.7255,893.0,882.0,710.0,3115.0,806.0,845.0,967.0,1257.0
20.643583,1105.0,922.29443,896.0,894.0,712.0,3119.0,809.0,848.0,969.0,1261.0
20.951696,1107.0,924.8233,898.0,896.0,717.0,3127.0,811.0,850.0,972.0,1265.0
21.259811,1108.0,927.2932,900.0,879.0,717.0,3130.0,813.0,852.0,974.0,1268.0
21.567924,1111.0,929.7353,903.0,901.0,721.0,3134.0,815.0,855.0,977.0,1271.0
21.876038,1115.0,932.13055,905.0,898.0,721.0,3143.0,817.0,857.0,979.0,1275.0
22.18415,1116.0,934.48627,907.0,888.0,724.0,3148.0,820.0,859.0,982.0,1278.0
22.492264,1119.0,936.80585,910.0,905.0,726.0,3151.0,822.0,861.0,984.0,1281.0
22.800377,1122.0,939.0844,912.0,903.0,727.0,3154.0,824.0,863.0,987.0,1285.0
