Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3081132,2.0,5.92496,6.0,5.0,0.0,21.0,2.0,3.0,8.0,11.0
0.6162264,2.0,6.49943,6.0,6.0,0.0,23.0,2.0,4.0,9.0,12.0
0.9243396,2.0,6.81837,7.0,6.0,0.0,24.0,2.0,4.0,10.0,13.0
1.2324528,2.0,7.03619,7.0,6.0,0.0,24.0,2.0,4.0,10.0,13.0
1.540566,2.0,7.19694,7.0,7.0,0.0,25.0,2.0,4.0,10.0,13.0
1.8486792,2.0,7.32838,7.0,7.0,0.0,26.0,2.0,4.0,10.0,14.0
2.1567924,2.0,7.43735,7.0,7.0,0.0,26.0,2.0,5.0,10.0,14.0
2.4649055,2.0,7.53078,7.0,7.0,0.0,26.0,3.0,5.0,10.0,14.0
2.7730188,2.0,7.61165,7.0,7.0,0.0,26.0,3.0,5.0,10.0,14.0
3.081132,2.0,7.68214,7.0,7.0,0.0,26.0,3.0,5.0,11.0,14.0
3.389245,2.0,7.74522,8.0,7.0,0.0,26.0,3.0,5.0,11.0,14.0
3.6973584,2.0,7.8032,8.0,7.0,0.0,26.0,3.0,5.0,11.0,14.0
4.0054717,2.0,7.85601,8.0,7.0,0.0,26.0,3.0,5.0,11.0,14.0
4.313585,2.0,7.90418,8.0,7.0,0.0,26.0,3.0,5.0,11.0,14.0
4.621698,2.0,7.94812,8.0,7.0,0.0,26.0,3.0,5.0,11.0,14.0
4.929811,2.0,7.98892,8.0,7.0,0.0,26.0,3.0,5.0,11.0,14.0
5.237924,2.0,8.02629,8.0,7.0,0.0,26.0,3.0,5.0,11.0,15.0
5.5460377,2.0,8.06134,8.0,7.0,0.0,26.0,3.0,5.0,11.0,15.0
5.854151,2.0,8.09389,8.0,7.0,0.0,26.0,3.0,5.0,11.0,15.0
6.162264,2.0,8.12465,8.0,7.0,0.0,26.0,3.0,5.0,11.0,15.0
6.470377,2.0,8.15432,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
6.77849,2.0,8.1824,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
7.0866036,2.0,8.20896,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
7.3947167,2.0,8.23508,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
7.70283,2.0,8.25944,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
8.010943,2.0,8.28154,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
8.3190565,2.0,8.30394,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
8.62717,2.0,8.32603,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
8.935283,2.0,8.34694,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
9.243396,2.0,8.36673,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
9.551509,2.0,8.38606,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
9.859622,2.0,8.40478,8.0,8.0,0.0,26.0,3.0,5.0,11.0,15.0
10.167735,2.0,8.42191,8.0,8.0,0.0,27.0,3.0,5.0,11.0,15.0
10.475848,2.0,8.43905,8.0,8.0,0.0,27.0,3.0,5.0,11.0,15.0
10.783962,2.0,8.45599,8.0,8.0,0.0,27.0,3.0,5.0,12.0,15.0
11.092075,2.0,8.47171,8.0,8.0,0.0,27.0,3.0,5.0,12.0,15.0
11.400188,2.0,8.48735,8.0,8.0,0.0,27.0,3.0,5.0,12.0,15.0
11.708302,2.0,8.50202,8.0,8.0,0.0,27.0,3.0,5.0,12.0,15.0
12.016415,2.0,8.51677,8.0,8.0,0.0,27.0,3.0,5.0,12.0,15.0
12.324528,2.0,8.53106,8.0,8.0,0.0,27.0,3.0,5.0,12.0,15.0
12.632641,2.0,8.54515,8.0,8.0,0.0,27.0,3.0,5.0,12.0,15.0
12.940754,2.0,8.55872,8.0,8.0,0.0,27.0,3.0,5.0,12.0,15.0
13.248867,2.0,8.57164,8.0,8.0,0.0,27.0,3.0,5.0,12.0,15.0
13.55698,2.0,8.58469,8.0,8.0,0.0,27.0,3.0,5.0,12.0,15.0
13.865094,2.0,8.59709,8.0,8.0,0.0,27.0,3.0,6.0,12.0,15.0
14.173207,2.0,8.60848,8.0,8.0,0.0,27.0,3.0,6.0,12.0,15.0
14.48132,2.0,8.62063,8.0,8.0,0.0,27.0,3.0,6.0,12.0,15.0
14.7894335,2.0,8.63208,8.0,8.0,0.0,27.0,3.0,6.0,12.0,15.0
15.097547,2.0,8.64321,8.0,8.0,0.0,27.0,3.0,6.0,12.0,15.0
15.40566,2.0,8.65447,8.0,8.0,0.0,27.0,3.0,6.0,12.0,15.0
15.713773,2.0,8.6644,8.0,8.0,0.0,27.0,3.0,6.0,12.0,15.0
16.021887,2.0,8.67467,8.0,8.0,0.0,27.0,3.0,6.0,12.0,15.0
16.33,2.0,8.68551,8.0,8.0,0.0,27.0,3.0,6.0,12.0,15.0
16.638113,2.0,8.69531,8.0,8.0,0.0,27.0,3.0,6.0,12.0,15.0
16.946226,2.0,8.70554,8.0,8.0,0.0,27.0,3.0,6.0,12.0,16.0
17.25434,2.0,8.71507,8.0,8.0,0.0,27.0,3.0,6.0,12.0,16.0
17.562452,2.0,8.72424,8.0,8.0,0.0,27.0,3.0,6.0,12.0,16.0
17.870565,2.0,8.73336,8.0,8.0,0.0,27.0,3.0,6.0,12.0,16.0
18.178679,2.0,8.74245,8.0,8.0,0.0,27.0,3.0,6.0,12.0,16.0
18.486792,2.0,8.75122,9.0,8.0,0.0,27.0,3.0,6.0,12.0,16.0
18.794905,2.0,8.75972,9.0,8.0,0.0,27.0,3.0,6.0,12.0,16.0
19.103018,2.0,8.76869,9.0,8.0,0.0,27.0,3.0,6.0,12.0,16.0
19.41113,2.0,8.77706,9.0,8.0,0.0,27.0,3.0,6.0,12.0,16.0
19.719244,2.0,8.78535,9.0,8.0,0.0,27.0,3.0,6.0,12.0,16.0
