Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3080394,191.0,101.14447,99.0,98.0,56.0,476.0,76.0,87.0,113.0,136.0
0.6160788,208.0,121.83006,119.0,117.0,66.0,584.0,93.0,105.0,136.0,168.0
0.92411816,215.0,134.57648,131.0,127.0,71.0,630.0,103.0,116.0,150.0,187.0
1.2321576,221.0,143.92136,140.0,136.0,76.0,665.0,110.0,124.0,161.0,202.0
1.5401969,224.0,151.34828,147.0,141.0,84.0,688.0,116.0,130.0,169.0,214.0
1.8482363,227.0,157.52283,153.0,151.0,90.0,713.0,121.0,135.0,176.0,223.0
2.1562757,229.0,162.81548,158.0,153.0,90.0,728.0,125.0,140.0,182.0,231.0
2.4643152,233.0,167.47038,162.0,160.0,91.0,744.0,128.0,144.0,187.0,239.0
2.7723544,236.0,171.62923,166.0,163.0,95.0,768.0,131.0,147.0,191.0,246.0
3.0803938,237.0,175.37192,169.0,168.0,97.0,784.0,134.0,150.0,196.0,252.0
3.3884332,239.0,178.7821,173.0,170.0,102.0,797.0,137.0,153.0,199.0,258.0
3.6964726,240.0,181.92761,176.0,172.0,103.0,807.0,139.0,156.0,203.0,263.0
4.004512,242.0,184.85313,178.0,172.0,106.0,947.0,141.0,158.0,206.0,269.0
4.3125515,244.0,187.57298,181.0,176.0,106.0,1018.0,143.0,160.0,209.0,274.0
4.6205907,248.0,190.11491,183.0,176.0,107.0,1056.0,145.0,162.0,212.0,278.0
4.9286304,255.0,192.4985,185.0,182.0,110.0,1076.0,147.0,164.0,215.0,282.0
5.2366695,261.0,194.7478,188.0,184.0,111.0,1094.0,149.0,166.0,217.0,286.0
5.5447087,267.0,196.87215,189.0,184.0,113.0,1115.0,150.0,168.0,220.0,290.0
5.8527484,269.0,198.89705,191.0,184.0,115.0,1120.0,152.0,170.0,222.0,293.0
6.1607876,272.0,200.81557,193.0,189.0,117.0,1130.0,153.0,171.0,224.0,296.0
6.4688272,273.0,202.6561,195.0,190.0,119.0,1142.0,155.0,173.0,226.0,300.0
6.7768664,273.0,204.40495,196.0,189.0,120.0,1159.0,156.0,174.0,228.0,303.0
7.084906,273.0,206.1084,198.0,191.0,121.0,1167.0,157.0,176.0,230.0,306.0
7.3929453,274.0,207.72842,200.0,198.0,121.0,1181.0,158.0,177.0,232.0,309.0
7.7009845,274.0,209.28981,201.0,193.0,122.0,1196.0,160.0,178.0,234.0,312.0
8.009024,274.0,210.79385,202.0,197.0,124.0,1207.0,161.0,179.0,236.0,315.0
8.317063,274.0,212.25117,204.0,193.0,124.0,1212.0,162.0,181.0,237.0,317.0
8.625103,274.0,213.64507,205.0,199.0,125.0,1217.0,163.0,182.0,239.0,320.0
8.933143,274.0,215.0005,206.0,198.0,126.0,1227.0,164.0,183.0,240.0,322.0
9.241181,276.0,216.31615,208.0,199.0,127.0,1229.0,165.0,184.0,242.0,325.0
9.549221,277.0,217.59477,209.0,196.0,127.0,1234.0,166.0,185.0,243.0,327.0
9.857261,278.0,218.82193,210.0,205.0,127.0,1246.0,167.0,186.0,244.0,330.0
10.165299,280.0,220.01508,211.0,206.0,129.0,1257.0,168.0,187.0,246.0,332.0
10.473339,280.0,221.16695,212.0,211.0,129.0,1276.0,168.0,188.0,247.0,334.0
10.781379,282.0,222.29134,213.0,208.0,129.0,1284.0,169.0,189.0,248.0,336.0
11.089417,283.0,223.38364,214.0,211.0,130.0,1295.0,170.0,190.0,250.0,338.0
11.397457,283.0,224.4553,215.0,203.0,131.0,1301.0,171.0,190.0,251.0,340.0
11.705497,284.0,225.50491,216.0,208.0,131.0,1304.0,172.0,191.0,252.0,342.0
12.013536,285.0,226.52657,217.0,212.0,131.0,1311.0,172.0,192.0,253.0,344.0
12.321575,286.0,227.5158,218.0,206.0,131.0,1316.0,173.0,193.0,254.0,346.0
12.629615,286.0,228.47711,219.0,213.0,132.0,1325.0,174.0,194.0,255.0,347.0
12.9376545,287.0,229.425,219.0,208.0,134.0,1334.0,174.0,195.0,257.0,349.0
13.245693,287.0,230.33891,220.0,215.0,135.0,1344.0,175.0,195.0,258.0,351.0
13.553733,289.0,231.25024,221.0,217.0,135.0,1353.0,176.0,196.0,259.0,352.0
13.861773,289.0,232.13347,222.0,216.0,135.0,1358.0,176.0,197.0,260.0,354.0
14.169812,290.0,232.99635,223.0,214.0,135.0,1372.0,177.0,197.0,261.0,355.0
14.477851,290.0,233.84848,224.0,215.0,135.0,1375.0,178.0,198.0,262.0,357.0
14.785891,291.0,234.68723,224.0,219.0,136.0,1380.0,178.0,199.0,263.0,358.0
15.09393,291.0,235.51617,225.0,215.0,136.0,1384.0,179.0,199.0,263.0,360.0
15.401969,291.0,236.32417,226.0,220.0,136.0,1397.0,179.0,200.0,264.0,362.0
15.710009,291.0,237.11314,227.0,217.0,136.0,1399.0,180.0,201.0,265.0,363.0
16.018047,291.0,237.88841,227.0,222.0,138.0,1404.0,181.0,201.0,266.0,365.0
16.326088,291.0,238.64497,228.0,223.0,138.0,1408.0,181.0,202.0,267.0,367.0
16.634127,291.0,239.39047,229.0,220.0,138.0,1410.0,182.0,203.0,268.0,368.0
16.942165,292.0,240.1141,229.0,223.0,138.0,1410.0,182.0,203.0,269.0,370.0
17.250206,293.0,240.82771,230.0,219.0,138.0,1416.0,183.0,204.0,270.0,371.0
17.558245,293.0,241.53606,231.0,224.0,138.0,1419.0,183.0,204.0,270.0,372.0
17.866285,294.0,242.23152,231.0,220.0,138.0,1421.0,184.0,205.0,271.0,374.0
18.174324,294.0,242.92413,232.0,220.0,138.0,1424.0,184.0,205.0,272.0,375.0
18.482363,295.0,243.59927,233.0,224.0,139.0,1430.0,185.0,206.0,273.0,376.0
18.790403,295.0,244.2722,233.0,225.0,140.0,1432.0,185.0,206.0,273.0,378.0
19.098442,295.0,244.92427,234.0,225.0,140.0,1432.0,186.0,207.0,274.0,379.0
19.40648,295.0,245.57791,234.0,229.0,140.0,1433.0,186.0,207.0,275.0,380.0
19.714521,295.0,246.21066,235.0,225.0,140.0,1437.0,187.0,208.0,276.0,382.0
20.02256,297.0,246.83148,235.0,222.0,140.0,1443.0,187.0,208.0,276.0,383.0
20.330599,297.0,247.44548,236.0,226.0,140.0,1443.0,187.0,209.0,277.0,384.0
20.63864,297.0,248.05458,237.0,229.0,141.0,1445.0,188.0,209.0,278.0,385.0
20.946678,298.0,248.64954,237.0,229.0,142.0,1447.0,188.0,210.0,279.0,387.0
21.254717,298.0,249.2434,238.0,227.0,142.0,1451.0,189.0,210.0,279.0,387.0
21.562757,299.0,249.8283,238.0,227.0,142.0,1457.0,189.0,211.0,280.0,389.0
21.870796,299.0,250.40085,239.0,228.0,142.0,1463.0,190.0,211.0,280.0,390.0
22.178835,299.0,250.96896,239.0,228.0,142.0,1466.0,190.0,212.0,281.0,391.0
22.486876,299.0,251.52255,240.0,228.0,142.0,1470.0,190.0,212.0,282.0,392.0
22.794914,299.0,252.07095,240.0,229.0,142.0,1475.0,191.0,213.0,282.0,393.0
23.102955,299.0,252.6153,241.0,230.0,142.0,1479.0,191.0,213.0,283.0,394.0
23.410994,299.0,253.154,241.0,231.0,142.0,1481.0,192.0,213.0,284.0,395.0
23.719032,299.0,253.68513,242.0,231.0,142.0,1488.0,192.0,214.0,284.0,396.0
24.027073,300.0,254.21062,242.0,231.0,142.0,1488.0,192.0,214.0,285.0,397.0
24.335112,300.0,254.72095,243.0,231.0,142.0,1489.0,193.0,215.0,285.0,398.0
24.64315,301.0,255.23618,243.0,233.0,143.0,1490.0,193.0,215.0,286.0,400.0
24.95119,301.0,255.74242,244.0,233.0,143.0,1493.0,193.0,216.0,286.0,400.0
25.25923,301.0,256.2404,244.0,230.0,143.0,1497.0,194.0,216.0,287.0,401.0
25.567268,301.0,256.73785,244.0,228.0,143.0,1498.0,194.0,216.0,288.0,402.0
25.875309,301.0,257.22327,245.0,241.0,143.0,1504.0,195.0,217.0,288.0,403.0
26.183348,301.0,257.70306,245.0,241.0,143.0,1507.0,195.0,217.0,289.0,404.0
26.491386,301.0,258.17963,246.0,231.0,143.0,1509.0,195.0,217.0,289.0,405.0
26.799427,301.0,258.6561,246.0,231.0,143.0,1512.0,196.0,218.0,290.0,406.0
27.107466,301.0,259.12183,247.0,241.0,144.0,1513.0,196.0,218.0,290.0,407.0
27.415506,302.0,259.5835,247.0,242.0,145.0,1519.0,196.0,219.0,291.0,408.0
27.723545,302.0,260.03558,247.0,235.0,145.0,1522.0,197.0,219.0,291.0,408.0
28.031584,302.0,260.48993,248.0,235.0,145.0,1527.0,197.0,219.0,292.0,409.0
28.339624,302.0,260.93365,248.0,240.0,145.0,1528.0,197.0,220.0,292.0,410.0
28.647663,302.0,261.37585,249.0,235.0,145.0,1528.0,197.0,220.0,293.0,411.0
28.955702,302.0,261.81677,249.0,235.0,145.0,1530.0,198.0,220.0,293.0,412.0
29.263742,302.0,262.24936,249.0,235.0,145.0,1532.0,198.0,221.0,294.0,413.0
29.571781,302.0,262.68103,250.0,243.0,147.0,1534.0,198.0,221.0,294.0,413.0
29.87982,302.0,263.10574,250.0,236.0,147.0,1537.0,199.0,221.0,295.0,414.0
30.18786,302.0,263.52042,251.0,237.0,147.0,1537.0,199.0,222.0,295.0,415.0
30.4959,302.0,263.93262,251.0,241.0,147.0,1537.0,199.0,222.0,296.0,416.0
30.803938,302.0,264.3447,251.0,244.0,149.0,1538.0,200.0,222.0,296.0,417.0
31.111979,302.0,264.75186,252.0,239.0,149.0,1538.0,200.0,223.0,297.0,417.0
31.420017,302.0,265.15823,252.0,247.0,149.0,1540.0,200.0,223.0,297.0,418.0
31.728056,302.0,265.5614,253.0,238.0,149.0,1543.0,200.0,223.0,298.0,419.0
32.036095,302.0,265.9678,253.0,240.0,149.0,1546.0,201.0,224.0,298.0,420.0
32.344135,302.0,266.36392,253.0,238.0,150.0,1547.0,201.0,224.0,299.0,421.0
32.652176,302.0,266.75146,254.0,244.0,150.0,1553.0,201.0,224.0,299.0,421.0
32.960213,302.0,267.13724,254.0,244.0,151.0,1556.0,201.0,225.0,300.0,422.0
33.268253,302.0,267.5231,254.0,244.0,151.0,1561.0,202.0,225.0,300.0,423.0
33.576294,302.0,267.91302,255.0,243.0,152.0,1561.0,202.0,225.0,300.0,424.0
33.88433,302.0,268.2932,255.0,243.0,152.0,1565.0,202.0,225.0,301.0,425.0
34.19237,302.0,268.66953,255.0,243.0,152.0,1568.0,203.0,226.0,301.0,425.0
34.500412,302.0,269.0464,256.0,245.0,152.0,1572.0,203.0,226.0,302.0,426.0
34.808453,302.0,269.4163,256.0,251.0,152.0,1572.0,203.0,226.0,302.0,427.0
35.11649,302.0,269.78336,256.0,240.0,152.0,1574.0,203.0,227.0,303.0,428.0
35.42453,302.0,270.1479,257.0,246.0,152.0,1581.0,204.0,227.0,303.0,429.0
35.73257,302.0,270.50586,257.0,246.0,152.0,1583.0,204.0,227.0,303.0,429.0
36.040607,302.0,270.85468,257.0,246.0,152.0,1585.0,204.0,228.0,304.0,430.0
36.348648,302.0,271.203,258.0,246.0,152.0,1589.0,204.0,228.0,304.0,431.0
36.65669,302.0,271.5566,258.0,246.0,152.0,1590.0,205.0,228.0,305.0,431.0
36.964725,302.0,271.9042,258.0,242.0,152.0,1592.0,205.0,228.0,305.0,432.0
