Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.5,2167.0,3331.4658,3116.0,2962.0,2354.0,20449.0,2639.0,2822.0,3698.0,5523.0
2.6,1799.0,2646.3574,2476.0,2389.0,1841.0,16250.0,2092.0,2240.0,2939.0,4388.0
2.7,1510.0,2102.0415,1967.0,1892.0,1442.0,12868.0,1655.0,1778.0,2336.0,3487.0
2.8,1215.0,1669.6642,1563.0,1512.0,1118.0,10298.0,1310.0,1410.0,1857.0,2769.0
2.9,1019.0,1326.2065,1242.0,1179.0,868.0,8111.0,1036.0,1119.0,1476.0,2204.0
3.0,870.0,1053.4397,987.0,937.0,700.0,6417.0,818.0,887.0,1174.0,1750.0
3.1,723.0,836.73126,785.0,747.0,547.0,5092.0,646.0,703.0,934.0,1394.0
3.2,619.0,664.62787,624.0,600.0,416.0,4062.0,509.0,557.0,744.0,1107.0
3.3,506.0,527.8196,496.0,470.0,319.0,3234.0,401.0,441.0,592.0,881.0
3.4,424.0,419.15686,394.0,368.0,248.0,2538.0,315.0,348.0,472.0,702.0
3.5,323.0,332.84558,313.0,298.0,183.0,1999.0,247.0,275.0,376.0,557.0
3.6,229.0,264.3223,249.0,234.0,139.0,1626.0,193.0,217.0,300.0,444.0
3.7,166.0,209.89764,198.0,188.0,107.0,1289.0,151.0,171.0,240.0,354.0
3.8,138.0,166.64316,157.0,156.0,86.0,1019.0,117.0,135.0,191.0,282.0
3.9,108.0,132.30574,125.0,120.0,63.0,787.0,91.0,106.0,153.0,225.0
4.0,83.0,105.01982,99.0,91.0,46.0,611.0,70.0,83.0,123.0,180.0
4.1,63.0,83.3528,79.0,77.0,33.0,473.0,54.0,65.0,98.0,144.0
4.2,50.0,66.13165,63.0,58.0,24.0,387.0,41.0,51.0,79.0,115.0
4.3,44.0,52.45385,50.0,47.0,15.0,304.0,32.0,40.0,63.0,93.0
4.4,35.0,41.58017,39.0,36.0,10.0,247.0,24.0,31.0,51.0,74.0
4.5,29.0,32.9503,31.0,29.0,6.0,200.0,18.0,24.0,41.0,60.0
4.6,19.0,26.09908,25.0,24.0,5.0,160.0,13.0,18.0,33.0,48.0
4.7,13.0,20.65874,19.0,18.0,2.0,123.0,10.0,14.0,27.0,39.0
4.8,10.0,16.33342,15.0,14.0,1.0,101.0,7.0,11.0,22.0,32.0
4.9,5.0,12.89866,12.0,11.0,0.0,80.0,5.0,8.0,18.0,26.0
5.0,3.0,10.17088,9.0,8.0,0.0,68.0,3.0,6.0,14.0,21.0
5.1,2.0,7.99691,7.0,6.0,0.0,57.0,2.0,4.0,11.0,18.0
5.2,2.0,6.27182,6.0,5.0,0.0,43.0,1.0,3.0,9.0,14.0
5.3,2.0,4.91467,4.0,4.0,0.0,34.0,1.0,2.0,8.0,12.0
5.4,2.0,3.82835,3.0,3.0,0.0,26.0,0.0,1.0,6.0,10.0
5.5,1.0,2.96282,3.0,2.0,0.0,26.0,0.0,1.0,5.0,8.0
5.6,0.0,2.27513,2.0,1.0,0.0,22.0,0.0,1.0,4.0,7.0
5.7,0.0,1.73131,1.0,1.0,0.0,18.0,0.0,0.0,3.0,6.0
5.8,0.0,1.29523,1.0,0.0,0.0,16.0,0.0,0.0,2.0,5.0
5.9,0.0,0.9576,1.0,0.0,0.0,13.0,0.0,0.0,2.0,4.0
6.0,0.0,0.70577,0.0,0.0,0.0,12.0,0.0,0.0,2.0,3.0
6.1,0.0,0.48492,0.0,0.0,0.0,10.0,0.0,0.0,1.0,3.0
6.2,0.0,0.3332,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0
6.3,0.0,0.2351,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0
6.4,0.0,0.16603,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
6.5,0.0,0.11902,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
6.6,0.0,0.08783,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
6.7,0.0,0.06261,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.8,0.0,0.04606,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.9,0.0,0.03158,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
7.0,0.0,0.02232,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7.1,0.0,0.01631,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7.2,0.0,0.01164,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7.3,0.0,0.00753,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.4,0.0,0.00623,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.5,0.0,0.00446,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.6,0.0,0.00214,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.7,0.0,5.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.8,0.0,3.2E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.9,0.0,1.8E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
