Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,368.0,685.10834,642.0,603.0,457.0,4199.0,535.0,578.0,763.0,1134.0
2.65,289.0,544.316,511.0,490.0,358.0,3382.0,423.0,458.0,607.0,903.0
2.75,295.0,432.37723,406.0,393.0,280.0,2570.0,333.0,363.0,482.0,719.0
2.85,196.0,343.45758,323.0,310.0,217.0,2187.0,262.0,288.0,384.0,571.0
2.95,149.0,272.76694,257.0,242.0,166.0,1694.0,206.0,228.0,306.0,454.0
3.05,147.0,216.70836,204.0,191.0,127.0,1325.0,162.0,180.0,244.0,360.0
3.15,104.0,172.10344,162.0,160.0,92.0,1030.0,126.0,142.0,194.0,289.0
3.25,113.0,136.80826,129.0,124.0,68.0,828.0,99.0,112.0,155.0,228.0
3.35,82.0,108.66273,103.0,99.0,56.0,696.0,77.0,88.0,124.0,182.0
3.45,101.0,86.31126,82.0,79.0,41.0,539.0,60.0,70.0,99.0,145.0
3.55,94.0,68.52329,65.0,63.0,30.0,373.0,46.0,55.0,80.0,116.0
3.65,63.0,54.42466,52.0,50.0,20.0,337.0,35.0,43.0,64.0,93.0
3.75,28.0,43.25448,41.0,40.0,13.0,270.0,27.0,33.0,51.0,74.0
3.85,30.0,34.33742,33.0,31.0,9.0,232.0,20.0,26.0,41.0,59.0
3.95,25.0,27.28592,26.0,25.0,6.0,176.0,15.0,20.0,33.0,48.0
4.05,20.0,21.66702,21.0,20.0,4.0,139.0,12.0,16.0,27.0,38.0
4.15,13.0,17.22115,16.0,16.0,2.0,97.0,8.0,12.0,22.0,31.0
4.25,6.0,13.6778,13.0,12.0,0.0,85.0,6.0,9.0,18.0,25.0
4.35,9.0,10.87368,10.0,10.0,0.0,70.0,4.0,7.0,14.0,21.0
4.45,6.0,8.62987,8.0,8.0,0.0,60.0,3.0,5.0,12.0,17.0
4.55,10.0,6.85122,6.0,6.0,0.0,43.0,2.0,4.0,10.0,14.0
