Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,2104.0671,1749.0,3094.0,1995.0,1910.0,1.0,0.07136,1430.5442
2.6,1671.4045,1384.0,2460.0,1585.0,1512.0,1.0,0.07136,1136.3962
2.7,1327.6433,1094.0,1956.0,1260.0,1203.0,1.0,0.07136,902.6914
2.8,1054.5466,864.0,1557.0,1001.0,986.0,1.0,0.07136,716.96185
2.9,837.6725,682.0,1237.0,796.0,765.0,1.0,0.07136,569.55225
3.0,665.3713,537.0,983.0,633.0,609.0,1.0,0.07136,452.4046
3.1,528.4961,423.0,784.0,503.0,481.0,1.0,0.07136,359.3164
3.2,419.7988,333.0,624.0,400.0,390.0,1.0,0.07136,285.40945
3.3,333.3992,261.0,496.0,318.0,305.0,1.0,0.07136,226.66428
3.4,264.76883,204.0,395.0,253.0,240.0,1.0,0.07136,180.0171
3.5,210.24133,159.0,316.0,201.0,191.0,1.0,0.07136,142.9352
3.6,166.95792,124.0,252.0,160.0,151.0,1.0,0.07136,113.50896
3.7,132.57455,96.0,202.0,127.0,125.0,1.0,0.07136,90.13865
3.8,105.25409,75.0,161.0,101.0,96.0,1.0,0.07136,71.56026
3.9,83.58121,57.0,130.0,80.0,77.0,1.0,0.07136,56.83256
4.0,66.34319,44.0,104.0,64.0,61.0,1.0,0.07136,45.11184
4.1,52.6585,33.0,84.0,50.0,48.0,1.0,0.07136,35.80244
4.2,41.78127,25.0,68.0,40.0,38.0,1.0,0.07136,28.40723
4.3,33.14334,19.0,55.0,32.0,29.0,1.0,0.07136,22.53263
4.4,26.27101,14.0,45.0,25.0,23.0,1.0,0.07136,17.85953
4.5,20.82648,10.0,36.0,20.0,19.0,1.0,0.07136,14.15313
4.6,16.49816,7.0,30.0,16.0,15.0,1.0,0.07136,11.21066
4.7,13.06563,5.0,25.0,12.0,12.0,0.99997,0.07136,8.88001
4.8,10.33263,4.0,20.0,10.0,9.0,0.99981,0.07136,7.02073
4.9,8.15976,2.0,17.0,8.0,7.0,0.99872,0.07136,5.54469
5.0,6.43202,1.0,14.0,6.0,5.0,0.99532,0.07136,4.37157
5.1,5.05487,1.0,12.0,5.0,4.0,0.98603,0.07136,3.43318
5.2,3.9609,0.0,10.0,4.0,3.0,0.96611,0.07136,2.68659
5.3,3.10228,0.0,8.0,3.0,2.0,0.93122,0.07136,2.10027
5.4,2.41587,0.0,7.0,2.0,2.0,0.87629,0.07136,1.63385
5.5,1.87056,0.0,6.0,2.0,1.0,0.8053,0.07136,1.26087
5.6,1.43432,0.0,5.0,1.0,1.0,0.71822,0.07136,0.96435
5.7,1.08972,0.0,4.0,1.0,0.0,0.62019,0.07136,0.73003
5.8,0.81347,0.0,3.0,1.0,0.0,0.5185,0.07135,0.54219
5.9,0.60185,0.0,3.0,0.0,0.0,0.41933,0.07131,0.39835
6.0,0.44176,0.0,2.0,0.0,0.0,0.32992,0.07127,0.28838
6.1,0.30641,0.0,2.0,0.0,0.0,0.24464,0.04835,0.20072
6.2,0.20822,0.0,2.0,0.0,0.0,0.17508,0.04103,0.13453
6.3,0.14741,0.0,1.0,0.0,0.0,0.12799,0.03081,0.09445
6.4,0.10395,0.0,1.0,0.0,0.0,0.09245,0.02599,0.06571
6.5,0.075,0.0,1.0,0.0,0.0,0.06817,0.02026,0.04762
6.6,0.0546,0.0,1.0,0.0,0.0,0.05064,0.01697,0.03423
6.7,0.03897,0.0,1.0,0.0,0.0,0.0366,0.01348,0.02434
6.8,0.02801,0.0,1.0,0.0,0.0,0.02668,0.01119,0.01754
6.9,0.01896,0.0,0.0,0.0,0.0,0.01827,0.00832,0.01183
7.0,0.01368,0.0,0.0,0.0,0.0,0.01335,0.00672,0.00838
7.1,0.00997,0.0,0.0,0.0,0.0,0.00978,0.00595,0.00605
7.2,0.00719,0.0,0.0,0.0,0.0,0.00707,0.00508,0.00414
7.3,0.00467,0.0,0.0,0.0,0.0,0.00461,0.00373,0.00255
7.4,0.00373,0.0,0.0,0.0,0.0,0.00371,0.00325,0.002
7.5,0.00265,0.0,0.0,0.0,0.0,0.00265,0.00253,0.00134
7.6,0.00136,0.0,0.0,0.0,0.0,0.00136,0.00133,7.0E-4
7.7,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,3.9E-4,1.7E-4
7.8,2.4E-4,0.0,0.0,0.0,0.0,2.4E-4,2.4E-4,1.2E-4
7.9,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,1.3E-4,7.0E-5
8.0,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,1.0E-5
8.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
